DBN,School Name,Cohort Year,% Grads,% Total Regents of Cohort,% Advanced Regents of Cohort,% Dropout,% Asian Cohort,% Black Cohort,% Hispanic Cohort,% Native American Cohort,% Multi-Racial Cohort,% Female Cohort,% Male Cohort,% Econ Disadv Cohort,% Not Econ Disadv Cohort,% SWD Cohort,% Not SWD Cohort
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,2013,91.4,80.0,11.4,2.9,2.9,37.1,80.0,0.0,0.0,60.0,40.0,88.6,11.4,17.1,82.9
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,2012,82.8,74.1,13.8,1.7,1.7,15.5,17.2,0.0,0.0,55.2,44.8,77.6,22.4,24.1,75.9
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,2011,51.7,44.8,6.9,3.4,3.4,20.7,55.2,0.0,0.0,69.0,31.0,86.2,13.8,44.8,55.2
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,2010,70.7,48.8,0.0,7.3,2.4,7.3,24.4,0.0,0.0,58.5,41.5,82.9,17.1,46.3,53.7
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,2009,65.9,59.1,6.8,4.5,2.3,2.3,34.1,0.0,0.0,56.8,43.2,90.9,9.1,45.5,54.5
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,2008,41.7,38.9,0.0,11.1,11.1,11.1,19.4,0.0,0.0,52.8,47.2,83.3,16.7,36.1,63.9
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,2007,69.6,52.2,4.3,4.3,8.7,8.7,30.4,0.0,0.0,65.2,34.8,60.9,39.1,13.0,87.0
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,2006,76.0,32.0,0.0,4.0,0.0,16.0,108.0,0.0,0.0,80.0,20.0,84.0,16.0,28.0,72.0
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,2005,37.5,16.7,0.0,12.5,0.0,54.2,112.5,0.0,0.0,62.5,37.5,83.3,16.7,37.5,62.5
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,2004,35.7,35.7,14.3,0.0,0.0,64.3,164.3,0.0,14.3,85.7,14.3,57.1,42.9,50.0,50.0
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,2003,29.4,23.5,0.0,5.9,0.0,70.6,135.3,0.0,0.0,47.1,52.9,76.5,23.5,52.9,47.1
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,2002,22.2,5.6,0.0,5.6,0.0,55.6,122.2,0.0,0.0,50.0,50.0,72.2,27.8,72.2,27.8
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,2001,0.0,0.0,0.0,9.1,0.0,109.1,81.8,9.1,0.0,27.3,72.7,100.0,0.0,100.0,0.0
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,2017,90.9,90.9,50.9,7.3,7.3,30.9,60.0,0.0,0.0,34.5,65.5,80.0,20.0,23.6,76.4
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,2016,91.9,91.9,1.6,4.8,1.6,27.4,64.5,1.6,1.6,46.8,53.2,80.6,19.4,24.2,75.8
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,2015,87.1,85.5,6.5,8.1,3.2,32.3,58.1,1.6,0.0,56.5,43.5,80.6,19.4,16.1,83.9
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,2014,74.7,68.0,0.0,9.3,9.3,28.0,58.7,0.0,2.7,49.3,50.7,70.7,29.3,24.0,76.0
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,2013,67.0,65.9,0.0,5.5,5.5,25.3,64.8,0.0,0.0,59.3,40.7,61.5,38.5,15.4,84.6
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,2017,87.5,87.5,0.0,6.7,3.8,23.1,66.3,1.9,1.0,35.6,64.4,88.5,11.5,21.2,78.8
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,2016,83.5,83.5,10.3,8.2,1.0,32.0,58.8,1.0,1.0,38.1,61.9,74.2,25.8,23.7,76.3
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,2015,87.5,75.0,5.0,7.5,1.2,33.8,61.3,0.0,1.2,41.2,58.8,78.8,21.2,27.5,72.5
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,2014,78.0,69.0,2.0,11.0,3.0,24.0,67.0,0.0,0.0,23.0,77.0,84.0,16.0,27.0,73.0
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,2013,82.7,66.7,4.0,8.0,5.3,22.7,53.3,1.3,2.7,30.7,69.3,81.3,18.7,34.7,65.3
02M260,THE CLINTON SCHOOL,2017,97.6,97.6,0.0,0.0,10.5,4.0,10.5,1.6,6.5,74.2,25.8,16.1,83.9,16.1,83.9
02M260,THE CLINTON SCHOOL,2016,96.9,96.9,0.0,0.0,8.2,2.0,21.4,0.0,2.0,67.3,32.7,19.4,80.6,18.4,81.6
02M260,THE CLINTON SCHOOL,2015,90.7,89.5,0.0,1.2,16.3,9.3,16.3,1.2,2.3,65.1,34.9,26.7,73.3,15.1,84.9
02M280,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,2017,92.1,92.1,0.0,1.0,4.0,37.6,50.5,1.0,3.0,56.4,43.6,72.3,27.7,14.9,85.1
02M280,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,2016,86.5,86.5,0.0,1.1,9.0,36.0,44.9,1.1,1.1,59.6,40.4,68.5,31.5,20.2,79.8
02M280,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,2015,96.3,88.8,0.0,2.5,8.8,36.2,41.2,2.5,6.2,51.2,48.8,61.3,38.8,18.8,81.2
02M280,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,2014,96.4,88.1,0.0,2.4,4.8,33.3,44.0,0.0,1.2,52.4,47.6,76.2,23.8,20.2,79.8
02M282,URBAN ASSEMBLY MAKER ACADEMY,2017,92.3,92.3,0.0,1.9,7.7,24.0,53.8,1.9,4.8,32.7,67.3,68.3,31.7,20.2,79.8
02M282,URBAN ASSEMBLY MAKER ACADEMY,2016,88.0,88.0,7.6,5.4,9.8,28.3,46.7,1.1,4.3,28.3,71.7,77.2,22.8,20.7,79.3
02M282,URBAN ASSEMBLY MAKER ACADEMY,2015,86.8,80.3,0.0,3.9,7.9,32.9,48.7,1.3,1.3,30.3,69.7,73.7,26.3,10.5,89.5
02M282,URBAN ASSEMBLY MAKER ACADEMY,2014,84.9,72.0,0.0,5.4,14.0,24.7,43.0,0.0,7.5,37.6,62.4,74.2,25.8,9.7,90.3
02M288,FOOD AND FINANCE HIGH SCHOOL,2017,80.2,80.2,45.7,3.7,7.4,32.1,54.3,1.2,0.0,50.6,49.4,86.4,13.6,18.5,81.5
02M288,FOOD AND FINANCE HIGH SCHOOL,2016,83.0,78.4,14.8,9.1,8.0,35.2,51.1,0.0,2.3,53.4,46.6,83.0,17.0,22.7,77.3
02M288,FOOD AND FINANCE HIGH SCHOOL,2015,82.9,70.7,2.4,6.1,7.3,40.2,50.0,0.0,0.0,51.2,48.8,86.6,13.4,18.3,81.7
02M288,FOOD AND FINANCE HIGH SCHOOL,2014,83.3,79.8,2.4,3.6,1.2,46.4,51.2,0.0,0.0,50.0,50.0,82.1,17.9,19.0,81.0
02M288,FOOD AND FINANCE HIGH SCHOOL,2013,88.4,77.9,4.7,7.0,4.7,34.9,58.1,0.0,0.0,53.5,46.5,76.7,23.3,14.0,86.0
02M288,FOOD AND FINANCE HIGH SCHOOL,2012,88.3,76.6,1.1,3.2,7.4,37.2,52.1,2.1,0.0,61.7,38.3,84.0,16.0,14.9,85.1
02M288,FOOD AND FINANCE HIGH SCHOOL,2011,78.8,67.7,0.0,7.1,7.1,37.4,46.5,0.0,0.0,42.4,57.6,74.7,25.3,18.2,81.8
02M288,FOOD AND FINANCE HIGH SCHOOL,2010,66.7,54.9,0.0,9.8,2.0,46.1,48.0,0.0,0.0,60.8,39.2,82.4,17.6,22.5,77.5
02M288,FOOD AND FINANCE HIGH SCHOOL,2009,82.9,73.2,0.0,3.7,2.4,43.9,50.0,0.0,0.0,69.5,30.5,75.6,24.4,18.3,81.7
02M288,FOOD AND FINANCE HIGH SCHOOL,2008,72.2,69.1,1.0,9.3,2.1,43.3,49.5,1.0,0.0,50.5,49.5,76.3,23.7,17.5,82.5
02M288,FOOD AND FINANCE HIGH SCHOOL,2007,76.7,67.8,0.0,8.9,1.1,50.0,41.1,0.0,0.0,55.6,44.4,82.2,17.8,16.7,83.3
02M288,FOOD AND FINANCE HIGH SCHOOL,2006,89.2,75.5,0.0,2.9,2.9,44.1,50.0,1.0,0.0,57.8,42.2,69.6,30.4,17.6,82.4
02M288,FOOD AND FINANCE HIGH SCHOOL,2005,74.7,60.8,0.0,2.5,5.1,49.4,41.8,0.0,0.0,59.5,40.5,82.3,17.7,16.5,83.5
02M288,FOOD AND FINANCE HIGH SCHOOL,2004,66.3,62.5,0.0,20.0,0.0,51.2,45.0,0.0,0.0,60.0,40.0,66.2,33.8,15.0,85.0
02M294,ESSEX STREET ACADEMY,2017,97.9,97.9,0.0,1.1,8.4,27.4,44.2,2.1,7.4,71.6,28.4,66.3,33.7,28.4,71.6
02M294,ESSEX STREET ACADEMY,2016,97.0,97.0,0.0,1.5,7.5,41.8,40.3,0.0,4.5,55.2,44.8,77.6,22.4,20.9,79.1
02M294,ESSEX STREET ACADEMY,2015,87.5,87.5,0.0,2.8,2.8,33.3,50.0,2.8,9.7,45.8,54.2,63.9,36.1,33.3,66.7
02M294,ESSEX STREET ACADEMY,2014,78.8,75.3,0.0,4.7,5.9,41.2,43.5,0.0,5.9,48.2,51.8,62.4,37.6,21.2,78.8
02M294,ESSEX STREET ACADEMY,2013,82.5,80.0,0.0,2.5,6.2,36.2,45.0,0.0,0.0,43.8,56.2,73.8,26.2,32.5,67.5
02M294,ESSEX STREET ACADEMY,2012,79.5,78.4,0.0,4.5,10.2,42.0,33.0,2.3,0.0,59.1,40.9,67.0,33.0,30.7,69.3
02M294,ESSEX STREET ACADEMY,2011,78.7,75.3,0.0,4.5,2.2,39.3,44.9,0.0,0.0,48.3,51.7,68.5,31.5,23.6,76.4
02M294,ESSEX STREET ACADEMY,2010,67.1,65.8,0.0,13.9,2.5,29.1,46.8,1.3,0.0,44.3,55.7,74.7,25.3,17.7,82.3
02M294,ESSEX STREET ACADEMY,2009,60.3,53.8,0.0,11.5,6.4,19.2,62.8,0.0,0.0,43.6,56.4,75.6,24.4,15.4,84.6
02M294,ESSEX STREET ACADEMY,2008,69.4,68.2,0.0,14.1,4.7,32.9,56.5,0.0,0.0,51.8,48.2,68.2,31.8,24.7,75.3
02M294,ESSEX STREET ACADEMY,2007,58.8,15.0,0.0,10.0,7.5,37.5,51.2,2.5,0.0,53.8,46.2,66.2,33.8,23.8,76.2
02M294,ESSEX STREET ACADEMY,2006,71.9,65.2,0.0,10.1,2.2,28.1,57.3,0.0,0.0,48.3,51.7,75.3,24.7,13.5,86.5
02M294,ESSEX STREET ACADEMY,2005,77.1,75.7,0.0,0.0,5.7,24.3,57.1,0.0,0.0,44.3,55.7,65.7,34.3,12.9,87.1
02M294,ESSEX STREET ACADEMY,2004,84.4,50.0,0.0,5.2,9.4,12.5,62.5,1.0,0.0,50.0,50.0,61.5,38.5,12.5,87.5
02M294,ESSEX STREET ACADEMY,2003,0.0,0.0,0.0,36.4,9.1,27.3,63.6,0.0,0.0,54.5,45.5,81.8,18.2,27.3,72.7
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2017,75.0,75.0,0.0,2.3,5.7,27.3,63.6,1.1,0.0,59.1,40.9,89.8,10.2,22.7,77.3
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2016,74.1,72.9,0.0,9.4,7.1,24.7,64.7,1.2,0.0,62.4,37.6,90.6,9.4,28.2,71.8
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2015,69.7,53.5,0.0,7.1,2.0,24.2,70.7,0.0,0.0,76.8,23.2,92.9,7.1,22.2,77.8
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2014,77.8,65.4,0.0,6.2,4.9,28.4,60.5,1.2,1.2,82.7,17.3,92.6,7.4,18.5,81.5
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2013,58.8,55.3,0.0,9.4,1.2,23.5,69.4,0.0,1.2,78.8,21.2,87.1,12.9,17.6,82.4
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2012,74.0,69.2,0.0,7.7,8.7,21.2,67.3,0.0,1.0,65.4,34.6,87.5,12.5,18.3,81.7
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2011,80.6,68.9,0.0,1.9,6.8,17.5,75.7,0.0,0.0,71.8,28.2,92.2,7.8,15.5,84.5
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2010,71.4,63.3,0.0,11.2,7.1,24.5,64.3,0.0,0.0,64.3,35.7,93.9,6.1,22.4,77.6
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2009,60.5,55.3,0.0,17.1,5.3,35.5,59.2,0.0,0.0,59.2,40.8,86.8,13.2,10.5,89.5
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2008,73.2,63.9,0.0,8.2,2.1,32.0,63.9,0.0,0.0,71.1,28.9,80.4,19.6,22.7,77.3
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2007,74.4,69.5,3.7,7.3,6.1,34.1,58.5,0.0,0.0,67.1,32.9,82.9,17.1,13.4,86.6
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,77.3,66.7,1.3,6.7,8.0,32.0,54.7,0.0,0.0,70.7,29.3,66.7,33.3,10.7,89.3
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2005,81.3,69.2,6.6,4.4,5.5,35.2,54.9,0.0,0.0,76.9,23.1,72.5,27.5,3.3,96.7
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2004,72.8,48.1,0.0,8.6,0.0,35.8,60.5,0.0,1.2,69.1,30.9,84.0,16.0,6.2,93.8
02M298,PACE HIGH SCHOOL,2017,74.5,74.5,26.2,5.7,7.8,32.6,49.6,1.4,0.7,56.7,43.3,81.6,18.4,16.3,83.7
02M298,PACE HIGH SCHOOL,2016,84.7,84.7,22.1,3.1,4.6,34.4,56.5,0.0,0.8,58.0,42.0,80.2,19.8,19.8,80.2
02M298,PACE HIGH SCHOOL,2015,78.5,76.3,7.4,6.7,3.7,35.6,54.1,0.0,3.0,58.5,41.5,79.3,20.7,14.8,85.2
02M298,PACE HIGH SCHOOL,2014,83.6,80.9,15.5,4.5,22.7,20.0,44.5,0.0,7.3,53.6,46.4,75.5,24.5,15.5,84.5
02M298,PACE HIGH SCHOOL,2013,79.3,78.3,9.8,3.3,13.0,31.5,50.0,0.0,3.3,63.0,37.0,73.9,26.1,10.9,89.1
02M298,PACE HIGH SCHOOL,2012,89.0,86.2,10.1,0.9,3.7,39.4,47.7,8.3,0.0,61.5,38.5,78.9,21.1,10.1,89.9
02M298,PACE HIGH SCHOOL,2011,86.7,86.7,17.3,1.0,17.3,23.5,29.6,26.5,0.0,59.2,40.8,78.6,21.4,9.2,90.8
02M298,PACE HIGH SCHOOL,2010,91.6,87.4,18.9,2.1,6.3,49.5,34.7,6.3,0.0,57.9,42.1,69.5,30.5,11.6,88.4
02M298,PACE HIGH SCHOOL,2009,82.7,82.7,6.1,3.1,4.1,39.8,45.9,6.1,0.0,52.0,48.0,64.3,35.7,14.3,85.7
02M298,PACE HIGH SCHOOL,2008,84.8,83.8,10.1,3.0,13.1,24.2,54.5,3.0,0.0,53.5,46.5,73.7,26.3,12.1,87.9
02M298,PACE HIGH SCHOOL,2007,91.5,86.2,29.8,2.1,25.5,33.0,27.7,3.2,0.0,57.4,42.6,71.3,28.7,9.6,90.4
02M298,PACE HIGH SCHOOL,2006,84.8,82.6,42.4,4.3,13.0,33.7,39.1,6.5,0.0,52.2,47.8,68.5,31.5,20.7,79.3
02M298,PACE HIGH SCHOOL,2005,83.7,78.6,13.3,2.0,25.5,34.7,23.5,11.2,0.0,51.0,49.0,67.3,32.7,7.1,92.9
02M298,PACE HIGH SCHOOL,2004,85.2,85.2,35.7,6.1,48.7,15.7,24.3,3.5,0.0,47.8,52.2,66.1,33.9,3.5,96.5
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2017,84.2,84.2,3.5,12.3,15.8,26.3,57.9,0.0,0.0,28.1,71.9,80.7,19.3,28.1,71.9
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2016,69.6,69.6,18.8,14.5,2.9,17.4,76.8,2.9,0.0,42.0,58.0,85.5,14.5,27.5,72.5
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2015,69.0,60.7,4.8,15.5,3.6,25.0,67.9,0.0,0.0,17.9,82.1,81.0,19.0,23.8,76.2
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2014,69.8,59.3,2.3,11.6,1.2,23.3,67.4,0.0,5.8,38.4,61.6,82.6,17.4,19.8,80.2
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2013,57.6,52.2,0.0,13.0,6.5,26.1,62.0,0.0,0.0,21.7,78.3,71.7,28.3,23.9,76.1
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2012,66.7,65.4,0.0,4.9,4.9,25.9,67.9,0.0,0.0,28.4,71.6,77.8,22.2,19.8,80.2
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2011,59.3,59.3,0.0,7.4,10.2,30.6,54.6,0.9,0.0,32.4,67.6,76.9,23.1,16.7,83.3
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2010,62.1,60.0,2.1,8.4,4.2,25.3,67.4,0.0,0.0,27.4,72.6,80.0,20.0,16.8,83.2
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2009,52.5,52.5,1.3,6.3,6.2,28.7,58.8,0.0,0.0,30.0,70.0,78.8,21.2,23.8,76.2
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2008,53.0,53.0,0.0,19.3,6.0,27.7,61.4,0.0,0.0,24.1,75.9,69.9,30.1,20.5,79.5
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2007,54.7,53.5,0.0,5.8,4.7,16.3,70.9,0.0,0.0,24.4,75.6,77.9,22.1,22.1,77.9
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2006,61.3,56.3,0.0,8.8,1.2,15.0,80.0,0.0,0.0,28.7,71.2,86.2,13.8,8.8,91.2
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2005,74.7,72.2,5.1,3.8,7.6,32.9,58.2,0.0,0.0,26.6,73.4,74.7,25.3,6.3,93.7
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2004,68.7,63.9,2.4,6.0,6.0,28.9,59.0,0.0,0.0,27.7,72.3,67.5,32.5,9.6,90.4
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",2003,0.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,0.0,16.7,83.3,83.3,16.7,16.7,83.3
02M303,"FACING HISTORY SCHOOL, THE",2017,81.8,81.8,0.0,16.7,3.0,37.9,104.5,0.0,1.5,33.3,66.7,81.8,18.2,24.2,75.8
02M303,"FACING HISTORY SCHOOL, THE",2016,83.3,83.3,0.0,7.9,1.8,27.2,62.3,0.0,0.9,44.7,55.3,82.5,17.5,23.7,76.3
02M303,"FACING HISTORY SCHOOL, THE",2015,73.7,71.7,0.0,14.1,3.0,25.3,53.5,0.0,1.0,54.5,45.5,80.8,19.2,23.2,76.8
02M303,"FACING HISTORY SCHOOL, THE",2014,65.1,63.2,0.0,15.1,0.9,23.6,57.5,0.0,1.9,48.1,51.9,84.9,15.1,24.5,75.5
02M303,"FACING HISTORY SCHOOL, THE",2013,66.3,66.3,0.0,14.5,2.4,24.1,90.4,0.0,0.0,45.8,54.2,63.9,36.1,22.9,77.1
02M303,"FACING HISTORY SCHOOL, THE",2012,68.9,68.9,0.0,21.1,1.1,28.9,90.0,1.1,1.1,53.3,46.7,71.1,28.9,25.6,74.4
02M303,"FACING HISTORY SCHOOL, THE",2011,60.4,59.4,0.0,15.6,2.1,30.2,46.9,1.0,0.0,45.8,54.2,72.9,27.1,22.9,77.1
02M303,"FACING HISTORY SCHOOL, THE",2010,56.6,56.6,0.0,17.0,0.9,27.4,38.7,0.0,0.0,48.1,51.9,71.7,28.3,19.8,80.2
02M303,"FACING HISTORY SCHOOL, THE",2009,54.1,54.1,0.0,18.4,2.0,28.6,74.5,0.0,0.0,51.0,49.0,100.0,0.0,20.4,79.6
02M303,"FACING HISTORY SCHOOL, THE",2008,57.0,57.0,22.8,21.1,0.0,20.2,35.1,0.0,0.0,51.8,48.2,100.0,0.0,26.3,73.7
02M303,"FACING HISTORY SCHOOL, THE",2007,48.1,45.6,8.9,20.3,0.0,32.9,106.3,1.3,1.3,45.6,54.4,94.9,5.1,27.8,72.2
02M303,"FACING HISTORY SCHOOL, THE",2006,47.9,47.9,0.0,19.7,0.0,32.4,97.2,0.0,0.0,46.5,53.5,84.5,15.5,18.3,81.7
02M303,"FACING HISTORY SCHOOL, THE",2005,44.8,44.8,0.0,19.0,0.0,21.9,78.1,0.0,0.0,40.0,60.0,61.9,38.1,14.3,85.7
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2017,88.3,88.3,33.3,5.0,8.3,36.7,53.3,0.0,0.0,58.3,41.7,93.3,6.7,20.0,80.0
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2016,87.5,87.5,9.4,0.0,6.2,29.7,62.5,0.0,0.0,51.6,48.4,85.9,14.1,18.8,81.2
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2015,88.7,80.6,3.2,9.7,4.8,41.9,51.6,0.0,0.0,62.9,37.1,85.5,14.5,22.6,77.4
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2014,79.7,66.1,0.0,11.9,3.4,44.1,49.2,0.0,0.0,50.8,49.2,93.2,6.8,28.8,71.2
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2013,77.6,68.7,0.0,4.5,10.4,29.9,53.7,0.0,0.0,56.7,43.3,89.6,10.4,19.4,80.6
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2012,83.1,73.2,0.0,7.0,7.0,38.0,52.1,0.0,0.0,60.6,39.4,69.0,31.0,15.5,84.5
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2011,85.7,74.0,0.0,2.6,5.2,45.5,45.5,1.3,0.0,66.2,33.8,76.6,23.4,22.1,77.9
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2010,79.7,74.6,0.0,6.8,1.7,44.1,50.8,0.0,0.0,59.3,40.7,79.7,20.3,11.9,88.1
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2009,80.0,74.7,0.0,5.3,8.0,38.7,52.0,0.0,0.0,50.7,49.3,78.7,21.3,18.7,81.3
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2008,61.7,55.0,1.7,13.3,3.3,40.0,53.3,0.0,0.0,53.3,46.7,76.7,23.3,18.3,81.7
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2007,62.7,55.9,1.7,20.3,3.4,42.4,49.2,1.7,1.7,49.2,50.8,67.8,32.2,18.6,81.4
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2006,75.4,65.6,0.0,16.4,1.6,37.7,52.5,0.0,0.0,62.3,37.7,80.3,19.7,8.2,91.8
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2005,71.4,58.6,2.9,12.9,7.1,41.4,40.0,0.0,0.0,45.7,54.3,62.9,37.1,11.4,88.6
02M308,LOWER MANHATTAN ARTS ACADEMY,2017,72.4,72.4,3.9,5.3,5.3,34.2,56.6,1.3,0.0,69.7,30.3,84.2,15.8,38.2,61.8
02M308,LOWER MANHATTAN ARTS ACADEMY,2016,81.4,81.4,1.4,1.4,10.0,30.0,55.7,1.4,0.0,71.4,28.6,67.1,32.9,32.9,67.1
02M308,LOWER MANHATTAN ARTS ACADEMY,2015,71.2,53.0,0.0,12.1,10.6,27.3,59.1,1.5,0.0,63.6,36.4,68.2,31.8,39.4,60.6
02M308,LOWER MANHATTAN ARTS ACADEMY,2014,70.5,61.5,1.3,3.8,9.0,26.9,55.1,1.3,5.1,69.2,30.8,75.6,24.4,34.6,65.4
02M308,LOWER MANHATTAN ARTS ACADEMY,2013,76.6,62.3,0.0,7.8,13.0,26.0,53.2,0.0,5.2,74.0,26.0,49.4,50.6,29.9,70.1
02M308,LOWER MANHATTAN ARTS ACADEMY,2012,71.8,67.9,1.3,5.1,11.5,29.5,52.6,0.0,1.3,75.6,24.4,59.0,41.0,23.1,76.9
02M308,LOWER MANHATTAN ARTS ACADEMY,2011,68.2,57.6,0.0,9.4,8.2,29.4,57.6,0.0,1.2,65.9,34.1,60.0,40.0,34.1,65.9
02M308,LOWER MANHATTAN ARTS ACADEMY,2010,70.3,62.5,0.0,10.9,7.8,32.8,54.7,1.6,0.0,54.7,45.3,57.8,42.2,29.7,70.3
02M308,LOWER MANHATTAN ARTS ACADEMY,2009,69.9,61.6,0.0,8.2,13.7,24.7,56.2,0.0,0.0,58.9,41.1,100.0,0.0,26.0,74.0
02M308,LOWER MANHATTAN ARTS ACADEMY,2008,66.7,53.3,3.3,10.0,15.0,36.7,46.7,0.0,0.0,56.7,43.3,100.0,0.0,38.3,61.7
02M308,LOWER MANHATTAN ARTS ACADEMY,2007,73.0,54.0,1.6,7.9,6.3,27.0,61.9,0.0,1.6,61.9,38.1,98.4,1.6,27.0,73.0
02M308,LOWER MANHATTAN ARTS ACADEMY,2006,67.6,47.1,1.5,8.8,2.9,25.0,61.8,0.0,1.5,58.8,41.2,73.5,26.5,25.0,75.0
02M308,LOWER MANHATTAN ARTS ACADEMY,2005,77.6,44.8,3.0,10.4,7.5,46.3,38.8,0.0,0.0,53.7,46.3,64.2,35.8,16.4,83.6
