DBN,School Name,Cohort Year,Econ Disadv # Total Cohort,Econ Disadv # Grads,Econ Disadv % Grads,Econ Disadv # Total Regents,Econ Disadv % Total Regents of Cohort,Econ Disadv # Advanced Regents,Econ Disadv % Advanced Regents of Cohort,Econ Disadv # Dropout,Econ Disadv % Dropout,Not Econ Disadv # Total Cohort,Not Econ Disadv # Grads,Not Econ Disadv % Grads,Not Econ Disadv # Total Regents,Not Econ Disadv % Total Regents of Cohort,Not Econ Disadv # Advanced Regents,Not Econ Disadv % Advanced Regents of Cohort,Not Econ Disadv # Dropout,Not Econ Disadv % Dropout
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",2016,73.0,67,91.8,67,91.8,0,0.0,0,0.0,19.0,18,94.7,18,94.7,0,0.0,0,0.0
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",2015,91.0,77,84.6,60,65.9,0,0.0,8,8.8,17.0,11,64.7,10,58.8,0,0.0,2,11.8
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",2014,84.0,64,76.2,49,58.3,0,0.0,12,14.3,22.0,16,72.7,15,68.2,0,0.0,2,9.1
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",2013,77.0,61,79.2,47,61.0,0,0.0,9,11.7,19.0,13,68.4,10,52.6,0,0.0,5,26.3
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",2012,63.0,44,69.8,38,60.3,0,0.0,12,19.0,31.0,22,71.0,17,54.8,0,0.0,1,3.2
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",2011,72.0,50,69.4,44,61.1,0,0.0,11,15.3,24.0,20,83.3,15,62.5,0,0.0,3,12.5
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",2010,47.0,26,55.3,19,40.4,0,0.0,9,19.1,26.0,22,84.6,19,73.1,0,0.0,3,11.5
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",2009,63.0,32,50.8,25,39.7,2,3.2,11,17.5,23.0,11,47.8,10,43.5,0,0.0,5,21.7
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",2008,59.0,40,67.8,33,55.9,1,1.7,6,10.2,23.0,13,56.5,12,52.2,1,4.3,4,17.4
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",2007,67.0,49,73.1,33,49.3,2,3.0,8,11.9,28.0,19,67.9,15,53.6,0,0.0,5,17.9
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",2006,66.0,40,60.6,28,42.4,0,0.0,9,13.6,34.0,20,58.8,15,44.1,0,0.0,10,29.4
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",2005,69.0,50,72.5,24,34.8,0,0.0,4,5.8,23.0,12,52.2,7,30.4,0,0.0,2,8.7
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",2004,52.0,32,61.5,24,46.2,0,0.0,2,3.8,27.0,15,55.6,9,33.3,0,0.0,3,11.1
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",2003,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,2017,67.0,63,94.0,63,94.0,17,25.4,3,4.5,8.0,8,100.0,8,100.0,2,25.0,0,0.0
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,2016,49.0,45,91.8,41,83.7,2,4.1,2,4.1,20.0,19,95.0,19,95.0,4,20.0,1,5.0
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,2015,74.0,53,71.6,34,45.9,3,4.1,10,13.5,9.0,8,88.9,5,55.6,0,0.0,0,0.0
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,2014,78.0,59,75.6,36,46.2,0,0.0,3,3.8,7.0,5,71.4,5,71.4,0,0.0,1,14.3
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,2013,77.0,60,77.9,45,58.4,0,0.0,8,10.4,10.0,9,90.0,6,60.0,0,0.0,1,10.0
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,2012,83.0,s,s,s,s,s,s,s,s,5.0,s,s,s,s,s,s,s,s
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,2011,72.0,46,63.9,35,48.6,0,0.0,8,11.1,6.0,4,66.7,2,33.3,0,0.0,2,33.3
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,2010,61.0,24,39.3,14,23.0,0,0.0,12,19.7,6.0,2,33.3,2,33.3,0,0.0,4,66.7
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,2009,81.0,28,34.6,22,27.2,0,0.0,6,7.4,17.0,4,23.5,4,23.5,0,0.0,4,23.5
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,2008,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
03M403,THE GLOBAL LEARNING COLLABORATIVE,2017,94.0,82,87.2,82,87.2,30,31.9,3,3.2,19.0,18,94.7,18,94.7,9,47.4,1,5.3
03M403,THE GLOBAL LEARNING COLLABORATIVE,2016,78.0,58,74.4,57,73.1,18,23.1,4,5.1,19.0,17,89.5,17,89.5,5,26.3,0,0.0
03M403,THE GLOBAL LEARNING COLLABORATIVE,2015,83.0,58,69.9,51,61.4,4,4.8,8,9.6,16.0,13,81.3,12,75.0,1,6.3,0,0.0
03M403,THE GLOBAL LEARNING COLLABORATIVE,2014,87.0,68,78.2,59,67.8,3,3.4,7,8.0,19.0,12,63.2,11,57.9,1,5.3,4,21.1
03M403,THE GLOBAL LEARNING COLLABORATIVE,2013,80.0,58,72.5,45,56.3,8,10.0,5,6.3,25.0,15,60.0,12,48.0,0,0.0,0,0.0
03M403,THE GLOBAL LEARNING COLLABORATIVE,2012,80.0,64,80.0,58,72.5,10,12.5,5,6.3,20.0,15,75.0,14,70.0,3,15.0,3,15.0
03M403,THE GLOBAL LEARNING COLLABORATIVE,2011,110.0,82,74.5,69,62.7,10,9.1,10,9.1,19.0,14,73.7,14,73.7,1,5.3,4,21.1
03M403,THE GLOBAL LEARNING COLLABORATIVE,2010,85.0,55,64.7,49,57.6,4,4.7,9,10.6,7.0,6,85.7,6,85.7,1,14.3,1,14.3
03M403,THE GLOBAL LEARNING COLLABORATIVE,2009,83.0,40,48.2,36,43.4,1,1.2,15,18.1,6.0,4,66.7,4,66.7,0,0.0,1,16.7
03M403,THE GLOBAL LEARNING COLLABORATIVE,2008,3.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
03M404,INNOVATION DIPLOMA PLUS,2017,46.0,s,s,s,s,s,s,s,s,5.0,s,s,s,s,s,s,s,s
03M404,INNOVATION DIPLOMA PLUS,2016,67.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
03M404,INNOVATION DIPLOMA PLUS,2015,77.0,6,7.8,6,7.8,0,0.0,8,10.4,19.0,4,21.1,4,21.1,0,0.0,0,0.0
03M404,INNOVATION DIPLOMA PLUS,2014,90.0,15,16.7,13,14.4,0,0.0,3,3.3,12.0,1,8.3,1,8.3,0,0.0,0,0.0
03M404,INNOVATION DIPLOMA PLUS,2013,71.0,7,9.9,7,9.9,0,0.0,6,8.5,16.0,1,6.3,1,6.3,0,0.0,2,12.5
03M404,INNOVATION DIPLOMA PLUS,2012,53.0,7,13.2,6,11.3,0,0.0,5,9.4,16.0,2,12.5,2,12.5,0,0.0,0,0.0
03M404,INNOVATION DIPLOMA PLUS,2011,70.0,1,1.4,1,1.4,0,0.0,2,2.9,23.0,2,8.7,2,8.7,0,0.0,1,4.3
03M404,INNOVATION DIPLOMA PLUS,2010,75.0,9,12.0,8,10.7,0,0.0,5,6.7,9.0,2,22.2,2,22.2,0,0.0,2,22.2
03M404,INNOVATION DIPLOMA PLUS,2009,68.0,6,8.8,6,8.8,0,0.0,5,7.4,17.0,1,5.9,1,5.9,0,0.0,5,29.4
03M404,INNOVATION DIPLOMA PLUS,2008,70.0,8,11.4,8,11.4,0,0.0,16,22.9,24.0,2,8.3,2,8.3,0,0.0,8,33.3
03M404,INNOVATION DIPLOMA PLUS,2007,131.0,29,22.1,24,18.3,0,0.0,14,10.7,,,,,,,,,
03M404,INNOVATION DIPLOMA PLUS,2006,39.0,11,28.2,8,20.5,0,0.0,2,5.1,,,,,,,,,
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,2017,34.0,34,100.0,34,100.0,13,38.2,0,0.0,12.0,12,100.0,12,100.0,7,58.3,0,0.0
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,2016,31.0,30,96.8,30,96.8,10,32.3,1,3.2,11.0,10,90.9,10,90.9,3,27.3,1,9.1
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,2015,35.0,30,85.7,23,65.7,1,2.9,0,0.0,12.0,10,83.3,8,66.7,0,0.0,2,16.7
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,2014,30.0,24,80.0,18,60.0,0,0.0,4,13.3,14.0,12,85.7,11,78.6,0,0.0,2,14.3
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,2013,48.0,33,68.8,30,62.5,0,0.0,4,8.3,32.0,25,78.1,21,65.6,0,0.0,4,12.5
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,2012,63.0,40,63.5,34,54.0,0,0.0,7,11.1,25.0,19,76.0,19,76.0,1,4.0,3,12.0
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,2011,73.0,39,53.4,35,47.9,1,1.4,5,6.8,40.0,25,62.5,23,57.5,0,0.0,2,5.0
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,2010,72.0,30,41.7,27,37.5,2,2.8,15,20.8,21.0,13,61.9,13,61.9,1,4.8,1,4.8
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,2009,91.0,36,39.6,34,37.4,2,2.2,9,9.9,,,,,,,,,
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,2008,83.0,34,41.0,32,38.6,1,1.2,16,19.3,,,,,,,,,
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,2007,120.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,2006,127.0,71,55.9,60,47.2,19,15.0,2,1.6,,,,,,,,,
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,2005,128.0,90,70.3,67,52.3,14,10.9,1,0.8,,,,,,,,,
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,2004,157.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,2003,134.0,97,72.4,70,52.2,11,8.2,3,2.2,20.0,0,0.0,0,0.0,0,0.0,6,30.0
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,2002,54.0,27,50.0,24,44.4,1,1.9,4,7.4,69.0,54,78.3,40,58.0,1,1.4,11,15.9
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,2001,74.0,52,70.3,35,47.3,3,4.1,9,12.2,31.0,11,35.5,8,25.8,0,0.0,6,19.4
03M417,FRANK MCCOURT HIGH SCHOOL,2017,51.0,49,96.1,49,96.1,1,2.0,0,0.0,52.0,51,98.1,51,98.1,1,1.9,0,0.0
03M417,FRANK MCCOURT HIGH SCHOOL,2016,58.0,51,87.9,51,87.9,1,1.7,0,0.0,43.0,41,95.3,41,95.3,0,0.0,2,4.7
03M417,FRANK MCCOURT HIGH SCHOOL,2015,59.0,55,93.2,50,84.7,3,5.1,0,0.0,36.0,33,91.7,32,88.9,0,0.0,0,0.0
03M417,FRANK MCCOURT HIGH SCHOOL,2014,59.0,55,93.2,53,89.8,3,5.1,0,0.0,35.0,33,94.3,32,91.4,1,2.9,0,0.0
03M417,FRANK MCCOURT HIGH SCHOOL,2013,51.0,49,96.1,43,84.3,4,7.8,0,0.0,36.0,34,94.4,33,91.7,7,19.4,1,2.8
03M417,FRANK MCCOURT HIGH SCHOOL,2012,33.0,29,87.9,27,81.8,3,9.1,0,0.0,44.0,40,90.9,39,88.6,1,2.3,0,0.0
03M417,FRANK MCCOURT HIGH SCHOOL,2011,43.0,39,90.7,36,83.7,3,7.0,1,2.3,59.0,53,89.8,50,84.7,4,6.8,1,1.7
03M417,FRANK MCCOURT HIGH SCHOOL,2010,33.0,32,97.0,30,90.9,2,6.1,0,0.0,40.0,35,87.5,35,87.5,4,10.0,0,0.0
03M470,LOUIS D BRANDEIS HS,2008,222.0,79,35.6,74,33.3,14,6.3,85,38.3,71.0,35,49.3,32,45.1,8,11.3,14,19.7
03M470,LOUIS D BRANDEIS HS,2007,427.0,145,34.0,96,22.5,18,4.2,127,29.7,25.0,0,0.0,0,0.0,0,0.0,13,52.0
03M470,LOUIS D BRANDEIS HS,2006,493.0,185,37.5,112,22.7,22,4.5,106,21.5,28.0,0,0.0,0,0.0,0,0.0,14,50.0
03M470,LOUIS D BRANDEIS HS,2005,552.0,204,37.0,119,21.6,32,5.8,83,15.0,28.0,1,3.6,1,3.6,0,0.0,22,78.6
03M470,LOUIS D BRANDEIS HS,2004,407.0,146,35.9,82,20.1,14,3.4,94,23.1,161.0,38,23.6,22,13.7,3,1.9,52,32.3
03M470,LOUIS D BRANDEIS HS,2003,429.0,186,43.4,121,28.2,23,5.4,121,28.2,172.0,43,25.0,27,15.7,10,5.8,34,19.8
03M470,LOUIS D BRANDEIS HS,2002,430.0,216,50.2,144,33.5,27,6.3,99,23.0,66.0,0,0.0,0,0.0,0,0.0,5,7.6
03M470,LOUIS D BRANDEIS HS,2001,396.0,155,39.1,98,24.7,24,6.1,97,24.5,54.0,4,7.4,1,1.9,0,0.0,30,55.6
03M479,BEACON HIGH SCHOOL,2017,112.0,106,94.6,106,94.6,0,0.0,1,0.9,270.0,262,97.0,262,97.0,0,0.0,2,0.7
03M479,BEACON HIGH SCHOOL,2016,79.0,76,96.2,76,96.2,0,0.0,0,0.0,270.0,262,97.0,262,97.0,0,0.0,2,0.7
03M479,BEACON HIGH SCHOOL,2015,85.0,84,98.8,84,98.8,0,0.0,0,0.0,221.0,216,97.7,216,97.7,0,0.0,1,0.5
03M479,BEACON HIGH SCHOOL,2014,77.0,73,94.8,73,94.8,0,0.0,0,0.0,242.0,238,98.3,238,98.3,0,0.0,0,0.0
03M479,BEACON HIGH SCHOOL,2013,88.0,88,100.0,88,100.0,0,0.0,0,0.0,195.0,194,99.5,194,99.5,0,0.0,0,0.0
03M479,BEACON HIGH SCHOOL,2012,100.0,95,95.0,95,95.0,0,0.0,0,0.0,263.0,262,99.6,262,99.6,0,0.0,0,0.0
03M479,BEACON HIGH SCHOOL,2011,77.0,77,100.0,77,100.0,0,0.0,0,0.0,220.0,218,99.1,218,99.1,0,0.0,0,0.0
03M479,BEACON HIGH SCHOOL,2010,90.0,87,96.7,87,96.7,0,0.0,0,0.0,214.0,211,98.6,211,98.6,0,0.0,0,0.0
03M479,BEACON HIGH SCHOOL,2009,61.0,59,96.7,59,96.7,0,0.0,0,0.0,201.0,196,97.5,196,97.5,0,0.0,0,0.0
03M479,BEACON HIGH SCHOOL,2008,53.0,51,96.2,51,96.2,0,0.0,0,0.0,226.0,219,96.9,219,96.9,0,0.0,2,0.9
03M479,BEACON HIGH SCHOOL,2007,68.0,65,95.6,56,82.4,0,0.0,1,1.5,216.0,212,98.1,194,89.8,0,0.0,2,0.9
03M479,BEACON HIGH SCHOOL,2006,58.0,54,93.1,52,89.7,0,0.0,0,0.0,211.0,205,97.2,195,92.4,0,0.0,0,0.0
03M479,BEACON HIGH SCHOOL,2005,43.0,40,93.0,29,67.4,0,0.0,1,2.3,203.0,194,95.6,170,83.7,0,0.0,0,0.0
03M479,BEACON HIGH SCHOOL,2004,50.0,38,76.0,29,58.0,0,0.0,2,4.0,177.0,156,88.1,140,79.1,0,0.0,2,1.1
03M479,BEACON HIGH SCHOOL,2003,53.0,49,92.5,32,60.4,0,0.0,1,1.9,177.0,151,85.3,108,61.0,0,0.0,4,2.3
03M479,BEACON HIGH SCHOOL,2002,55.0,48,87.3,41,74.5,0,0.0,2,3.6,175.0,152,86.9,119,68.0,0,0.0,5,2.9
03M479,BEACON HIGH SCHOOL,2001,65.0,63,96.9,62,95.4,0,0.0,1,1.5,161.0,139,86.3,136,84.5,0,0.0,5,3.1
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,2017,223.0,216,96.9,216,96.9,191,85.7,0,0.0,545.0,536,98.3,536,98.3,498,91.4,2,0.4
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,2016,197.0,197,100.0,197,100.0,179,90.9,0,0.0,439.0,435,99.1,435,99.1,409,93.2,3,0.7
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,2015,249.0,241,96.8,240,96.4,189,75.9,1,0.4,467.0,465,99.6,465,99.6,385,82.4,0,0.0
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,2014,200.0,192,96.0,192,96.0,144,72.0,1,0.5,409.0,400,97.8,400,97.8,322,78.7,3,0.7
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,2013,212.0,199,93.9,199,93.9,110,51.9,0,0.0,431.0,419,97.2,418,97.0,282,65.4,3,0.7
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,2012,235.0,224,95.3,224,95.3,159,67.7,1,0.4,425.0,416,97.9,416,97.9,285,67.1,1,0.2
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,2011,182.0,177,97.3,177,97.3,132,72.5,0,0.0,480.0,468,97.5,468,97.5,338,70.4,1,0.2
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,2010,216.0,205,94.9,205,94.9,138,63.9,0,0.0,459.0,452,98.5,452,98.5,328,71.5,0,0.0
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,2009,237.0,220,92.8,220,92.8,146,61.6,0,0.0,426.0,414,97.2,414,97.2,305,71.6,0,0.0
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,2008,171.0,168,98.2,168,98.2,113,66.1,1,0.6,382.0,380,99.5,380,99.5,289,75.7,1,0.3
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,2007,192.0,187,97.4,186,96.9,151,78.6,1,0.5,409.0,399,97.6,397,97.1,317,77.5,2,0.5
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,2006,187.0,180,96.3,179,95.7,93,49.7,3,1.6,459.0,447,97.4,442,96.3,231,50.3,3,0.7
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,2005,210.0,197,93.8,195,92.9,125,59.5,1,0.5,445.0,434,97.5,427,96.0,289,64.9,2,0.4
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,2004,182.0,172,94.5,170,93.4,116,63.7,1,0.5,432.0,414,95.8,409,94.7,269,62.3,1,0.2
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,2003,164.0,163,99.4,157,95.7,135,82.3,0,0.0,371.0,356,96.0,346,93.3,302,81.4,1,0.3
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,2002,138.0,130,94.2,126,91.3,51,37.0,0,0.0,425.0,400,94.1,398,93.6,179,42.1,1,0.2
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,2001,129.0,123,95.3,111,86.0,57,44.2,0,0.0,463.0,396,85.5,376,81.2,186,40.2,4,0.9
03M490,MARTIN LUTHER KING JR ACADEMY,2003,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
03M490,MARTIN LUTHER KING JR ACADEMY,2002,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
03M490,MARTIN LUTHER KING JR ACADEMY,2001,195.0,145,74.4,0,0.0,0,0.0,39,20.0,32.0,15,46.9,0,0.0,0,0.0,16,50.0
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2017,72.0,52,72.2,51,70.8,11,15.3,4,5.6,11.0,9,81.8,9,81.8,3,27.3,1,9.1
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2016,93.0,84,90.3,84,90.3,14,15.1,6,6.5,13.0,11,84.6,11,84.6,4,30.8,1,7.7
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2015,97.0,71,73.2,58,59.8,13,13.4,12,12.4,12.0,8,66.7,8,66.7,2,16.7,4,33.3
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2014,106.0,78,73.6,70,66.0,12,11.3,12,11.3,11.0,6,54.5,6,54.5,0,0.0,3,27.3
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2013,94.0,66,70.2,60,63.8,5,5.3,10,10.6,15.0,10,66.7,9,60.0,0,0.0,3,20.0
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2012,94.0,73,77.7,66,70.2,5,5.3,10,10.6,12.0,10,83.3,10,83.3,0,0.0,1,8.3
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2011,100.0,70,70.0,67,67.0,4,4.0,13,13.0,12.0,8,66.7,8,66.7,1,8.3,2,16.7
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2010,95.0,63,66.3,55,57.9,4,4.2,12,12.6,20.0,15,75.0,15,75.0,0,0.0,4,20.0
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2009,106.0,74,69.8,71,67.0,12,11.3,5,4.7,17.0,10,58.8,9,52.9,4,23.5,4,23.5
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2008,80.0,55,68.8,51,63.8,9,11.3,7,8.8,23.0,15,65.2,14,60.9,1,4.3,3,13.0
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2007,81.0,56,69.1,52,64.2,15,18.5,7,8.6,21.0,15,71.4,14,66.7,9,42.9,4,19.0
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2006,81.0,63,77.8,51,63.0,14,17.3,5,6.2,26.0,18,69.2,15,57.7,2,7.7,5,19.2
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2005,75.0,58,77.3,41,54.7,1,1.3,3,4.0,23.0,13,56.5,10,43.5,2,8.7,4,17.4
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2004,76.0,48,63.2,29,38.2,4,5.3,11,14.5,30.0,13,43.3,8,26.7,1,3.3,10,33.3
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2003,72.0,41,56.9,20,27.8,1,1.4,14,19.4,41.0,15,36.6,10,24.4,1,2.4,2,4.9
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2002,96.0,67,69.8,36,37.5,0,0.0,15,15.6,15.0,0,0.0,0,0.0,0,0.0,2,13.3
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2017,74.0,59,79.7,59,79.7,7,9.5,6,8.1,25.0,23,92.0,23,92.0,3,12.0,1,4.0
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2016,94.0,70,74.5,70,74.5,7,7.4,12,12.8,17.0,16,94.1,16,94.1,2,11.8,0,0.0
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2015,100.0,64,64.0,53,53.0,5,5.0,16,16.0,16.0,10,62.5,8,50.0,0,0.0,2,12.5
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2014,106.0,57,53.8,45,42.5,2,1.9,12,11.3,15.0,6,40.0,4,26.7,1,6.7,2,13.3
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2013,121.0,89,73.6,65,53.7,1,0.8,6,5.0,10.0,3,30.0,2,20.0,0,0.0,5,50.0
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2012,112.0,76,67.9,54,48.2,0,0.0,9,8.0,17.0,4,23.5,4,23.5,1,5.9,11,64.7
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2011,136.0,89,65.4,68,50.0,3,2.2,12,8.8,15.0,7,46.7,7,46.7,0,0.0,5,33.3
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2010,124.0,75,60.5,64,51.6,4,3.2,13,10.5,13.0,7,53.8,7,53.8,1,7.7,5,38.5
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2009,126.0,76,60.3,74,58.7,4,3.2,15,11.9,19.0,11,57.9,11,57.9,0,0.0,1,5.3
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2008,118.0,81,68.6,79,66.9,1,0.8,11,9.3,17.0,8,47.1,8,47.1,0,0.0,5,29.4
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2007,113.0,88,77.9,76,67.3,2,1.8,4,3.5,29.0,13,44.8,9,31.0,0,0.0,9,31.0
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2006,109.0,75,68.8,59,54.1,4,3.7,4,3.7,28.0,11,39.3,8,28.6,0,0.0,5,17.9
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2005,118.0,83,70.3,66,55.9,8,6.8,5,4.2,34.0,23,67.6,18,52.9,3,8.8,4,11.8
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2004,117.0,74,63.2,50,42.7,8,6.8,19,16.2,38.0,18,47.4,12,31.6,2,5.3,12,31.6
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2003,117.0,68,58.1,38,32.5,1,0.9,24,20.5,34.0,6,17.6,3,8.8,0,0.0,8,23.5
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2002,152.0,108,71.1,72,47.4,1,0.7,9,5.9,13.0,0,0.0,0,0.0,0,0.0,0,0.0
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2001,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
