DBN,School Name,Cohort Year,Asian # Total Cohort,Asian # Grads,Asian % Grads,Asian # Total Regents,Asian % Total Regents of Cohort,Asian # Advanced Regents,Asian % Advanced Regents of Cohort,Asian # Dropout,Asian % Dropout,Black # Total Cohort,Black # Grads,Black % Grads,Black # Total Regents,Black % Total Regents of Cohort,Black # Advanced Regents,Black % Advanced Regents of Cohort,Black # Dropout,Black % Dropout,Hispanic # Total Cohort,Hispanic # Grads,Hispanic % Grads,Hispanic # Total Regents,Hispanic % Total Regents of Cohort,Hispanic # Advanced Regents,Hispanic % Advanced Regents of Cohort,Hispanic # Dropout,Hispanic % Dropout,White # Total Cohort,White # Grads,White % Grads,White # Total Regents,White % Total Regents of Cohort,White # Advanced Regents,White % Advanced Regents of Cohort,White # Dropout,White % Dropout,Native American # Total Cohort,Native American # Grads,Native American % Grads,Native American # Total Regents,Native American % Total Regents of Cohort,Native American # Advanced Regents,Native American % Advanced Regents of Cohort,Native American # Dropout,Native American % Dropout,Multi-Racial # Total Cohort,Multi-Racial # Grads,Multi-Racial % Grads,Multi-Racial # Total Regents,Multi-Racial % Total Regents of Cohort,Multi-Racial # Advanced Regents,Multi-Racial % Advanced Regents of Cohort,Multi-Racial # Dropout,Multi-Racial % Dropout
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2011,46.0,39,84.8,36,78.3,12,26.1,2,4.3,9.0,s,s,s,s,s,s,s,s,25.0,20,80,15,60,0,0,4,16,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2010,16.0,s,s,s,s,s,s,s,s,18.0,14,77.8,11,61.1,0,0,3,16.7,35.0,26,74.3,21,60,0,0,6,17.1,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2009,16.0,s,s,s,s,s,s,s,s,28.0,18,64.3,15,53.6,0,0,4,14.3,41.0,31,75.6,19,46.3,2,4.9,4,9.8,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2008,25.0,s,s,s,s,s,s,s,s,34.0,21,61.8,18,52.9,0,0,1,2.9,57.0,38,66.7,36,63.2,6,10.5,6,10.5,4.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2007,35.0,29,82.9,25,71.4,12,34.3,1,2.9,32.0,20,62.5,14,43.8,2,6.3,3,9.4,73.0,43,58.9,32,43.8,3,4.1,12,16.4,10.0,7,70,6,60,0,0,1,10,,,,,,,,,,,,,,,,,,
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2006,21.0,15,71.4,13,61.9,4,19,1,4.8,26.0,6,23.1,5,19.2,0,0,2,7.7,64.0,24,37.5,17,26.6,2,3.1,15,23.4,6.0,4,66.7,3,50,0,0,1,16.7,1.0,s,s,s,s,s,s,s,s,6.0,s,s,s,s,s,s,s,s
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2005,23.0,16,69.6,11,47.8,1,4.3,1,4.3,19.0,8,42.1,3,15.8,0,0,0,0,64.0,28,43.8,13,20.3,2,3.1,10,15.6,5.0,s,s,s,s,s,s,s,s,,,,,,,,,,10.0,s,s,s,s,s,s,s,s
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2004,42.0,31,73.8,18,42.9,5,11.9,0,0,16.0,13,81.3,7,43.8,0,0,0,0,49.0,27,55.1,9,18.4,1,2,4,8.2,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2003,30.0,27,90,18,60,8,26.7,1,3.3,8.0,s,s,s,s,s,s,s,s,44.0,30,68.2,15,34.1,3,6.8,7,15.9,5.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2002,20.0,17,85,11,55,6,30,0,0,5.0,s,s,s,s,s,s,s,s,24.0,12,50,6,25,1,4.2,1,4.2,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2001,23.0,19,82.6,14,60.9,7,30.4,2,8.7,4.0,s,s,s,s,s,s,s,s,30.0,20,66.7,12,40,0,0,4,13.3,6.0,6,100,5,83.3,0,0,0,0,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
01M450,EAST SIDE COMMUNITY SCHOOL,2017,9.0,9,100,9,100,0,0,0,0,13.0,12,92.3,12,92.3,0,0,0,0,48.0,44,91.7,44,91.7,0,0,0,0,7.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
01M450,EAST SIDE COMMUNITY SCHOOL,2016,11.0,11,100,11,100,0,0,0,0,20.0,19,95,19,95,0,0,0,0,46.0,44,95.7,44,95.7,0,0,0,0,12.0,12,100,12,100,0,0,0,0,,,,,,,,,,,,,,,,,,
01M450,EAST SIDE COMMUNITY SCHOOL,2015,20.0,20,100,20,100,0,0,0,0,19.0,17,89.5,17,89.5,0,0,0,0,43.0,35,81.4,35,81.4,0,0,0,0,8.0,7,87.5,7,87.5,0,0,1,12.5,1.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
01M450,EAST SIDE COMMUNITY SCHOOL,2014,7.0,s,s,s,s,s,s,s,s,19.0,19,100,19,100,0,0,0,0,52.0,48,92.3,48,92.3,0,0,1,1.9,10.0,10,100,10,100,0,0,0,0,,,,,,,,,,4.0,s,s,s,s,s,s,s,s
01M450,EAST SIDE COMMUNITY SCHOOL,2013,8.0,8,100,8,100,0,0,0,0,19.0,17,89.5,17,89.5,0,0,1,5.3,53.0,48,90.6,48,90.6,0,0,1,1.9,7.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
01M450,EAST SIDE COMMUNITY SCHOOL,2012,10.0,s,s,s,s,s,s,s,s,20.0,18,90,18,90,0,0,1,5,55.0,39,70.9,38,69.1,0,0,3,5.5,5.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
01M450,EAST SIDE COMMUNITY SCHOOL,2011,11.0,11,100,11,100,0,0,0,0,20.0,18,90,18,90,0,0,0,0,49.0,39,79.6,38,77.6,0,0,3,6.1,7.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
01M450,EAST SIDE COMMUNITY SCHOOL,2010,13.0,11,84.6,11,84.6,0,0,0,0,21.0,17,81,17,81,0,0,1,4.8,47.0,36,76.6,36,76.6,0,0,2,4.3,8.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
01M450,EAST SIDE COMMUNITY SCHOOL,2009,9.0,7,77.8,7,77.8,0,0,1,11.1,15.0,12,80,12,80,0,0,0,0,47.0,32,68.1,32,68.1,0,0,1,2.1,7.0,5,71.4,5,71.4,0,0,0,0,,,,,,,,,,,,,,,,,,
01M450,EAST SIDE COMMUNITY SCHOOL,2008,10.0,8,80,8,80,0,0,1,10,24.0,15,62.5,14,58.3,0,0,2,8.3,41.0,29,70.7,29,70.7,0,0,6,14.6,13.0,9,69.2,9,69.2,0,0,2,15.4,,,,,,,,,,,,,,,,,,
01M450,EAST SIDE COMMUNITY SCHOOL,2007,2.0,s,s,s,s,s,s,s,s,28.0,19,67.9,19,67.9,0,0,2,7.1,53.0,32,60.4,32,60.4,0,0,4,7.5,6.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
01M450,EAST SIDE COMMUNITY SCHOOL,2006,8.0,8,100,8,100,0,0,0,0,25.0,18,72,16,64,0,0,0,0,52.0,41,78.8,40,76.9,0,0,3,5.8,4.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
01M450,EAST SIDE COMMUNITY SCHOOL,2005,5.0,s,s,s,s,s,s,s,s,23.0,13,56.5,12,52.2,0,0,3,13,52.0,39,75,37,71.2,0,0,6,11.5,4.0,s,s,s,s,s,s,s,s,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
01M450,EAST SIDE COMMUNITY SCHOOL,2004,5.0,s,s,s,s,s,s,s,s,19.0,16,84.2,12,63.2,0,0,1,5.3,46.0,35,76.1,29,63,0,0,8,17.4,8.0,3,37.5,3,37.5,0,0,0,0,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
01M450,EAST SIDE COMMUNITY SCHOOL,2003,3.0,s,s,s,s,s,s,s,s,26.0,20,76.9,18,69.2,0,0,1,3.8,45.0,28,62.2,25,55.6,0,0,5,11.1,5.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
01M450,EAST SIDE COMMUNITY SCHOOL,2002,4.0,s,s,s,s,s,s,s,s,26.0,16,61.5,16,61.5,0,0,3,11.5,38.0,24,63.2,24,63.2,0,0,4,10.5,4.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
01M450,EAST SIDE COMMUNITY SCHOOL,2001,2.0,s,s,s,s,s,s,s,s,20.0,16,80,16,80,0,0,4,20,38.0,23,60.5,22,57.9,0,0,8,21.1,,,,,,,,,,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
01M458,FORSYTH SATELLITE ACADEMY,2017,2.0,s,s,s,s,s,s,s,s,20.0,6,30,5,25,0,0,1,5,32.0,12,37.5,10,31.3,0,0,1,3.1,,,,,,,,,,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
01M458,FORSYTH SATELLITE ACADEMY,2016,5.0,s,s,s,s,s,s,s,s,24.0,10,41.7,8,33.3,0,0,1,4.2,34.0,11,32.4,5,14.7,0,0,0,0,2.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
01M458,FORSYTH SATELLITE ACADEMY,2015,2.0,s,s,s,s,s,s,s,s,34.0,6,17.6,4,11.8,0,0,2,5.9,39.0,10,25.6,8,20.5,0,0,5,12.8,4.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
01M458,FORSYTH SATELLITE ACADEMY,2014,1.0,s,s,s,s,s,s,s,s,25.0,11,44,10,40,0,0,4,16,41.0,10,24.4,10,24.4,0,0,8,19.5,5.0,s,s,s,s,s,s,s,s,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
01M458,FORSYTH SATELLITE ACADEMY,2012,1.0,s,s,s,s,s,s,s,s,34.0,s,s,s,s,s,s,s,s,47.0,5,10.6,5,10.6,0,0,3,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
01M458,FORSYTH SATELLITE ACADEMY,2011,2.0,s,s,s,s,s,s,s,s,40.0,8,20,8,20,0,0,1,2.5,44.0,5,11.4,3,6.8,0,0,8,18.2,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
01M458,FORSYTH SATELLITE ACADEMY,2010,4.0,s,s,s,s,s,s,s,s,34.0,5,14.7,5,14.7,0,0,8,23.5,54.0,3,5.6,3,5.6,0,0,12,22.2,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
01M458,FORSYTH SATELLITE ACADEMY,2009,7.0,s,s,s,s,s,s,s,s,41.0,2,4.9,2,4.9,0,0,13,31.7,64.0,5,7.8,5,7.8,0,0,21,32.8,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
01M458,FORSYTH SATELLITE ACADEMY,2007,2.0,s,s,s,s,s,s,s,s,34.0,1,2.9,1,2.9,0,0,10,29.4,61.0,5,8.2,4,6.6,0,0,22,36.1,3.0,s,s,s,s,s,s,s,s,6.0,0,0,0,0,0,0,2,33.3,,,,,,,,,
01M458,FORSYTH SATELLITE ACADEMY,2013,,,,,,,,,,33.0,s,s,s,s,s,s,s,s,59.0,9,15.3,7,11.9,0,0,10,16.9,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
01M458,FORSYTH SATELLITE ACADEMY,2008,,,,,,,,,,29.0,0,0,0,0,0,0,11,37.9,67.0,6,9,5,7.5,0,0,35,52.2,5.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
01M509,MARTA VALLE HIGH SCHOOL,2017,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
01M509,MARTA VALLE HIGH SCHOOL,2016,1.0,s,s,s,s,s,s,s,s,6.0,5,83.3,5,83.3,0,0,1,16.7,17.0,12,70.6,11,64.7,1,5.9,1,5.9,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
01M509,MARTA VALLE HIGH SCHOOL,2015,1.0,s,s,s,s,s,s,s,s,20.0,16,80,11,55,0,0,2,10,17.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,
01M509,MARTA VALLE HIGH SCHOOL,2014,2.0,s,s,s,s,s,s,s,s,12.0,5,41.7,2,16.7,0,0,4,33.3,27.0,19,70.4,9,33.3,0,0,4,14.8,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
01M509,MARTA VALLE HIGH SCHOOL,2013,1.0,s,s,s,s,s,s,s,s,28.0,19,67.9,14,50,1,3.6,1,3.6,28.0,17,60.7,12,42.9,0,0,3,10.7,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
01M509,MARTA VALLE HIGH SCHOOL,2012,6.0,3,50,3,50,1,16.7,1,16.7,30.0,18,60,18,60,2,6.7,5,16.7,36.0,20,55.6,19,52.8,5,13.9,2,5.6,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
01M509,MARTA VALLE HIGH SCHOOL,2011,8.0,7,87.5,7,87.5,0,0,0,0,44.0,21,47.7,17,38.6,1,2.3,6,13.6,47.0,14,29.8,11,23.4,3,6.4,12,25.5,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
01M509,MARTA VALLE HIGH SCHOOL,2010,5.0,s,s,s,s,s,s,s,s,22.0,12,54.5,11,50,1,4.5,2,9.1,30.0,10,33.3,10,33.3,1,3.3,6,20,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
01M509,MARTA VALLE HIGH SCHOOL,2009,13.0,s,s,s,s,s,s,s,s,16.0,6,37.5,5,31.3,0,0,1,6.3,41.0,12,29.3,9,22,2,4.9,6,14.6,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
