DBN,School Name,Cohort Year,SWD # Total Cohort,SWD # Grads,SWD % Grads,SWD # Total Regents,SWD % Total Regents of Cohort,SWD # Advanced Regents,SWD % Advanced Regents of Cohort,SWD # Dropout,SWD % Dropout,Not SWD # Total Cohort,Not SWD # Grads,Not SWD % Grads,Not SWD # Total Regents,Not SWD % Total Regents of Cohort,Not SWD # Advanced Regents,Not SWD % Advanced Regents of Cohort,Not SWD # Dropout,Not SWD % Dropout
15K423,BROOKLYN FRONTIERS HIGH SCHOOL,2011,21.0,3,14.3,0,0.0,0,0.0,9,42.9,47.0,17,36.2,17,36.2,0,0.0,16,34.0
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,2017,18.0,17,94.4,17,94.4,0,0.0,0,0.0,54.0,53,98.1,53,98.1,11,20.4,1,1.9
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,2016,4.0,s,s,s,s,s,s,s,s,29.0,s,s,s,s,s,s,s,s
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,2015,10.0,9,90.0,1,10.0,0,0.0,0,0.0,33.0,33,100.0,32,97.0,1,3.0,0,0.0
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,2014,6.0,5,83.3,1,16.7,0,0.0,0,0.0,20.0,19,95.0,16,80.0,0,0.0,1,5.0
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,2013,8.0,4,50.0,2,25.0,0,0.0,1,12.5,26.0,20,76.9,19,73.1,2,7.7,5,19.2
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,2012,14.0,9,64.3,5,35.7,0,0.0,3,21.4,29.0,24,82.8,24,82.8,0,0.0,4,13.8
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,2011,8.0,5,62.5,3,37.5,0,0.0,1,12.5,26.0,17,65.4,17,65.4,0,0.0,3,11.5
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,2010,14.0,5,35.7,3,21.4,0,0.0,5,35.7,35.0,20,57.1,20,57.1,0,0.0,5,14.3
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,2009,14.0,5,35.7,5,35.7,0,0.0,3,21.4,58.0,44,75.9,44,75.9,0,0.0,3,5.2
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,2008,20.0,7,35.0,6,30.0,0,0.0,5,25.0,61.0,42,68.9,42,68.9,0,0.0,6,9.8
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,2007,11.0,5,45.5,4,36.4,0,0.0,2,18.2,65.0,36,55.4,35,53.8,0,0.0,6,9.2
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,2006,13.0,3,23.1,2,15.4,0,0.0,1,7.7,78.0,45,57.7,44,56.4,0,0.0,2,2.6
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,2005,29.0,9,31.0,4,13.8,0,0.0,2,6.9,78.0,36,46.2,28,35.9,0,0.0,4,5.1
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,2004,25.0,9,36.0,5,20.0,0,0.0,2,8.0,68.0,32,47.1,18,26.5,0,0.0,8,11.8
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,2003,14.0,3,21.4,0,0.0,0,0.0,0,0.0,60.0,29,48.3,1,1.7,0,0.0,4,6.7
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,2002,14.0,7,50.0,0,0.0,0,0.0,1,7.1,70.0,38,54.3,0,0.0,0,0.0,13,18.6
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,2001,15.0,2,13.3,0,0.0,0,0.0,9,60.0,69.0,31,44.9,0,0.0,0,0.0,11,15.9
15K448,BROOKLYN COLLABORATIVE STUDIES,2017,26.0,20,76.9,20,76.9,0,0.0,0,0.0,68.0,65,95.6,65,95.6,0,0.0,0,0.0
15K448,BROOKLYN COLLABORATIVE STUDIES,2016,21.0,17,81.0,17,81.0,0,0.0,1,4.8,65.0,59,90.8,59,90.8,0,0.0,3,4.6
15K448,BROOKLYN COLLABORATIVE STUDIES,2015,26.0,19,73.1,19,73.1,0,0.0,2,7.7,69.0,65,94.2,65,94.2,0,0.0,4,5.8
15K448,BROOKLYN COLLABORATIVE STUDIES,2014,26.0,17,65.4,17,65.4,0,0.0,5,19.2,65.0,53,81.5,53,81.5,0,0.0,2,3.1
15K448,BROOKLYN COLLABORATIVE STUDIES,2013,25.0,21,84.0,21,84.0,0,0.0,0,0.0,63.0,59,93.7,59,93.7,0,0.0,2,3.2
15K448,BROOKLYN COLLABORATIVE STUDIES,2012,27.0,20,74.1,19,70.4,0,0.0,3,11.1,70.0,66,94.3,66,94.3,0,0.0,1,1.4
15K448,BROOKLYN COLLABORATIVE STUDIES,2011,25.0,21,84.0,21,84.0,0,0.0,2,8.0,63.0,56,88.9,56,88.9,0,0.0,0,0.0
15K448,BROOKLYN COLLABORATIVE STUDIES,2010,22.0,17,77.3,16,72.7,0,0.0,1,4.5,70.0,65,92.9,65,92.9,0,0.0,3,4.3
15K448,BROOKLYN COLLABORATIVE STUDIES,2009,22.0,18,81.8,16,72.7,0,0.0,1,4.5,62.0,54,87.1,54,87.1,0,0.0,3,4.8
15K448,BROOKLYN COLLABORATIVE STUDIES,2008,23.0,14,60.9,14,60.9,0,0.0,5,21.7,71.0,64,90.1,64,90.1,0,0.0,5,7.0
15K448,BROOKLYN COLLABORATIVE STUDIES,2007,25.0,23,92.0,20,80.0,0,0.0,0,0.0,52.0,47,90.4,47,90.4,0,0.0,4,7.7
15K448,BROOKLYN COLLABORATIVE STUDIES,2006,27.0,22,81.5,20,74.1,0,0.0,1,3.7,49.0,42,85.7,42,85.7,0,0.0,2,4.1
15K448,BROOKLYN COLLABORATIVE STUDIES,2005,11.0,7,63.6,4,36.4,0,0.0,0,0.0,68.0,62,91.2,48,70.6,0,0.0,3,4.4
15K448,BROOKLYN COLLABORATIVE STUDIES,2004,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
15K460,JOHN JAY HS,2002,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
15K460,JOHN JAY HS,2001,26.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
15K462,JOHN JAY SCHOOL FOR LAW,2017,16.0,8,50.0,8,50.0,0,0.0,3,18.8,95.0,86,90.5,86,90.5,27,28.4,1,1.1
15K462,JOHN JAY SCHOOL FOR LAW,2016,10.0,6,60.0,5,50.0,0,0.0,3,30.0,79.0,71,89.9,71,89.9,21,26.6,3,3.8
15K462,JOHN JAY SCHOOL FOR LAW,2015,11.0,10,90.9,4,36.4,0,0.0,1,9.1,64.0,54,84.4,50,78.1,4,6.3,2,3.1
15K462,JOHN JAY SCHOOL FOR LAW,2014,11.0,7,63.6,1,9.1,0,0.0,3,27.3,68.0,55,80.9,53,77.9,3,4.4,5,7.4
15K462,JOHN JAY SCHOOL FOR LAW,2013,8.0,3,37.5,1,12.5,0,0.0,3,37.5,81.0,68,84.0,66,81.5,4,4.9,4,4.9
15K462,JOHN JAY SCHOOL FOR LAW,2012,13.0,9,69.2,4,30.8,0,0.0,1,7.7,51.0,42,82.4,39,76.5,2,3.9,2,3.9
15K462,JOHN JAY SCHOOL FOR LAW,2011,10.0,6,60.0,5,50.0,0,0.0,0,0.0,73.0,67,91.8,62,84.9,6,8.2,3,4.1
15K462,JOHN JAY SCHOOL FOR LAW,2010,12.0,4,33.3,0,0.0,0,0.0,4,33.3,91.0,76,83.5,75,82.4,2,2.2,1,1.1
15K462,JOHN JAY SCHOOL FOR LAW,2009,13.0,7,53.8,0,0.0,0,0.0,2,15.4,82.0,66,80.5,61,74.4,7,8.5,5,6.1
15K462,JOHN JAY SCHOOL FOR LAW,2008,14.0,6,42.9,2,14.3,0,0.0,0,0.0,81.0,67,82.7,61,75.3,4,4.9,1,1.2
15K462,JOHN JAY SCHOOL FOR LAW,2007,15.0,8,53.3,2,13.3,0,0.0,1,6.7,88.0,66,75.0,64,72.7,5,5.7,7,8.0
15K462,JOHN JAY SCHOOL FOR LAW,2006,10.0,0,0.0,0,0.0,0,0.0,2,20.0,79.0,55,69.6,35,44.3,3,3.8,2,2.5
15K462,JOHN JAY SCHOOL FOR LAW,2005,3.0,s,s,s,s,s,s,s,s,80.0,s,s,s,s,s,s,s,s
15K462,JOHN JAY SCHOOL FOR LAW,2004,1.0,s,s,s,s,s,s,s,s,79.0,s,s,s,s,s,s,s,s
15K462,JOHN JAY SCHOOL FOR LAW,2003,4.0,s,s,s,s,s,s,s,s,53.0,s,s,s,s,s,s,s,s
15K462,JOHN JAY SCHOOL FOR LAW,2002,7.0,2,28.6,0,0.0,0,0.0,1,14.3,34.0,15,44.1,6,17.6,1,2.9,4,11.8
15K462,JOHN JAY SCHOOL FOR LAW,2001,4.0,s,s,s,s,s,s,s,s,118.0,s,s,s,s,s,s,s,s
15K463,CYBERARTS STUDIO ACADEMY,2017,7.0,4,57.1,4,57.1,0,0.0,0,0.0,43.0,30,69.8,30,69.8,0,0.0,5,11.6
15K463,CYBERARTS STUDIO ACADEMY,2016,10.0,6,60.0,6,60.0,0,0.0,2,20.0,48.0,35,72.9,35,72.9,0,0.0,7,14.6
15K463,CYBERARTS STUDIO ACADEMY,2015,12.0,4,33.3,4,33.3,0,0.0,2,16.7,46.0,26,56.5,25,54.3,0,0.0,9,19.6
15K463,CYBERARTS STUDIO ACADEMY,2014,10.0,3,30.0,2,20.0,0,0.0,2,20.0,50.0,33,66.0,26,52.0,0,0.0,3,6.0
15K463,CYBERARTS STUDIO ACADEMY,2013,7.0,3,42.9,0,0.0,0,0.0,3,42.9,45.0,29,64.4,26,57.8,5,11.1,1,2.2
15K463,CYBERARTS STUDIO ACADEMY,2012,5.0,s,s,s,s,s,s,s,s,38.0,s,s,s,s,s,s,s,s
15K463,CYBERARTS STUDIO ACADEMY,2011,11.0,4,36.4,0,0.0,0,0.0,4,36.4,69.0,41,59.4,40,58.0,5,7.2,6,8.7
15K463,CYBERARTS STUDIO ACADEMY,2010,13.0,2,15.4,2,15.4,0,0.0,2,15.4,52.0,36,69.2,36,69.2,0,0.0,2,3.8
15K463,CYBERARTS STUDIO ACADEMY,2009,11.0,6,54.5,4,36.4,0,0.0,1,9.1,59.0,35,59.3,35,59.3,0,0.0,5,8.5
15K463,CYBERARTS STUDIO ACADEMY,2008,10.0,1,10.0,1,10.0,0,0.0,3,30.0,61.0,38,62.3,37,60.7,0,0.0,7,11.5
15K463,CYBERARTS STUDIO ACADEMY,2007,18.0,6,33.3,3,16.7,0,0.0,4,22.2,83.0,51,61.4,40,48.2,6,7.2,8,9.6
15K463,CYBERARTS STUDIO ACADEMY,2006,11.0,1,9.1,1,9.1,1,9.1,1,9.1,83.0,50,60.2,28,33.7,1,1.2,6,7.2
15K463,CYBERARTS STUDIO ACADEMY,2005,7.0,4,57.1,1,14.3,0,0.0,1,14.3,81.0,44,54.3,27,33.3,7,8.6,5,6.2
15K463,CYBERARTS STUDIO ACADEMY,2004,7.0,4,57.1,3,42.9,0,0.0,0,0.0,85.0,55,64.7,37,43.5,12,14.1,1,1.2
15K463,CYBERARTS STUDIO ACADEMY,2003,12.0,1,8.3,1,8.3,0,0.0,1,8.3,42.0,30,71.4,24,57.1,2,4.8,0,0.0
15K463,CYBERARTS STUDIO ACADEMY,2002,3.0,s,s,s,s,s,s,s,s,40.0,s,s,s,s,s,s,s,s
15K463,CYBERARTS STUDIO ACADEMY,2001,,,,,,,,,,3.0,s,s,s,s,s,s,s,s
15K464,PARK SLOPE COLLEGIATE,2017,17.0,11,64.7,11,64.7,0,0.0,1,5.9,65.0,53,81.5,53,81.5,0,0.0,2,3.1
15K464,PARK SLOPE COLLEGIATE,2016,21.0,15,71.4,14,66.7,1,4.8,0,0.0,82.0,68,82.9,68,82.9,4,4.9,1,1.2
15K464,PARK SLOPE COLLEGIATE,2015,16.0,12,75.0,0,0.0,0,0.0,1,6.3,82.0,70,85.4,66,80.5,2,2.4,3,3.7
15K464,PARK SLOPE COLLEGIATE,2014,12.0,7,58.3,4,33.3,0,0.0,3,25.0,66.0,52,78.8,45,68.2,0,0.0,1,1.5
15K464,PARK SLOPE COLLEGIATE,2013,16.0,8,50.0,3,18.8,0,0.0,4,25.0,54.0,36,66.7,35,64.8,0,0.0,2,3.7
15K464,PARK SLOPE COLLEGIATE,2012,14.0,9,64.3,4,28.6,0,0.0,1,7.1,65.0,53,81.5,52,80.0,0,0.0,2,3.1
15K464,PARK SLOPE COLLEGIATE,2011,8.0,4,50.0,0,0.0,0,0.0,0,0.0,43.0,29,67.4,28,65.1,0,0.0,5,11.6
15K464,PARK SLOPE COLLEGIATE,2010,9.0,3,33.3,1,11.1,0,0.0,1,11.1,53.0,33,62.3,33,62.3,4,7.5,5,9.4
15K464,PARK SLOPE COLLEGIATE,2009,6.0,1,16.7,1,16.7,0,0.0,2,33.3,53.0,20,37.7,19,35.8,1,1.9,6,11.3
15K464,PARK SLOPE COLLEGIATE,2008,14.0,5,35.7,2,14.3,0,0.0,1,7.1,89.0,56,62.9,56,62.9,6,6.7,10,11.2
15K464,PARK SLOPE COLLEGIATE,2007,8.0,0,0.0,0,0.0,0,0.0,2,25.0,76.0,45,59.2,36,47.4,4,5.3,4,5.3
15K464,PARK SLOPE COLLEGIATE,2006,13.0,3,23.1,1,7.7,0,0.0,4,30.8,74.0,48,64.9,30,40.5,5,6.8,2,2.7
15K464,PARK SLOPE COLLEGIATE,2005,12.0,3,25.0,0,0.0,0,0.0,2,16.7,72.0,54,75.0,33,45.8,8,11.1,1,1.4
15K464,PARK SLOPE COLLEGIATE,2004,9.0,3,33.3,2,22.2,0,0.0,3,33.3,72.0,58,80.6,33,45.8,4,5.6,1,1.4
15K464,PARK SLOPE COLLEGIATE,2003,3.0,s,s,s,s,s,s,s,s,45.0,s,s,s,s,s,s,s,s
15K464,PARK SLOPE COLLEGIATE,2002,4.0,s,s,s,s,s,s,s,s,31.0,s,s,s,s,s,s,s,s
15K464,PARK SLOPE COLLEGIATE,2001,9.0,0,0.0,0,0.0,0,0.0,0,0.0,39.0,19,48.7,6,15.4,0,0.0,3,7.7
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,2017,14.0,10,71.4,10,71.4,1,7.1,1,7.1,38.0,34,89.5,34,89.5,6,15.8,0,0.0
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,2016,8.0,6,75.0,6,75.0,0,0.0,0,0.0,46.0,42,91.3,42,91.3,0,0.0,0,0.0
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,2015,10.0,6,60.0,6,60.0,0,0.0,0,0.0,41.0,31,75.6,30,73.2,0,0.0,0,0.0
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,2014,11.0,4,36.4,4,36.4,0,0.0,1,9.1,53.0,30,56.6,30,56.6,0,0.0,2,3.8
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,2013,8.0,5,62.5,1,12.5,0,0.0,0,0.0,68.0,52,76.5,50,73.5,0,0.0,3,4.4
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,2012,8.0,7,87.5,4,50.0,0,0.0,0,0.0,53.0,34,64.2,33,62.3,0,0.0,6,11.3
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,2011,5.0,s,s,s,s,s,s,s,s,57.0,s,s,s,s,s,s,s,s
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,2010,10.0,6,60.0,3,30.0,0,0.0,1,10.0,79.0,49,62.0,48,60.8,0,0.0,6,7.6
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,2009,11.0,1,9.1,1,9.1,0,0.0,2,18.2,63.0,32,50.8,32,50.8,0,0.0,9,14.3
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,2008,13.0,4,30.8,1,7.7,0,0.0,3,23.1,73.0,53,72.6,53,72.6,4,5.5,3,4.1
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,2007,17.0,6,35.3,5,29.4,2,11.8,2,11.8,70.0,42,60.0,38,54.3,6,8.6,6,8.6
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,2006,8.0,6,75.0,2,25.0,0,0.0,0,0.0,57.0,35,61.4,26,45.6,1,1.8,7,12.3
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,2005,10.0,5,50.0,3,30.0,0,0.0,4,40.0,58.0,38,65.5,29,50.0,5,8.6,5,8.6
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,2004,11.0,3,27.3,0,0.0,0,0.0,3,27.3,57.0,40,70.2,28,49.1,5,8.8,7,12.3
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,2003,12.0,7,58.3,1,8.3,0,0.0,1,8.3,47.0,32,68.1,9,19.1,2,4.3,3,6.4
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,2002,9.0,2,22.2,0,0.0,0,0.0,4,44.4,56.0,34,60.7,7,12.5,1,1.8,6,10.7
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,2001,9.0,2,22.2,0,0.0,0,0.0,4,44.4,77.0,32,41.6,9,11.7,0,0.0,10,13.0
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2017,24.0,20,83.3,20,83.3,0,0.0,0,0.0,96.0,79,82.3,79,82.3,22,22.9,3,3.1
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2016,15.0,9,60.0,6,40.0,0,0.0,0,0.0,103.0,72,69.9,70,68.0,4,3.9,1,1.0
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2015,26.0,18,69.2,4,15.4,0,0.0,2,7.7,119.0,105,88.2,90,75.6,3,2.5,4,3.4
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2014,25.0,16,64.0,6,24.0,0,0.0,1,4.0,112.0,103,92.0,98,87.5,4,3.6,1,0.9
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2013,28.0,16,57.1,4,14.3,0,0.0,0,0.0,80.0,64,80.0,62,77.5,1,1.3,3,3.8
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2012,34.0,23,67.6,10,29.4,0,0.0,0,0.0,95.0,79,83.2,70,73.7,1,1.1,1,1.1
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2011,27.0,16,59.3,1,3.7,0,0.0,1,3.7,113.0,93,82.3,86,76.1,5,4.4,8,7.1
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2010,33.0,20,60.6,2,6.1,0,0.0,2,6.1,87.0,63,72.4,61,70.1,5,5.7,12,13.8
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2009,23.0,9,39.1,2,8.7,0,0.0,8,34.8,123.0,103,83.7,91,74.0,10,8.1,8,6.5
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2008,33.0,19,57.6,3,9.1,0,0.0,4,12.1,142.0,98,69.0,97,68.3,17,12.0,14,9.9
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2007,34.0,15,44.1,2,5.9,0,0.0,8,23.5,110.0,62,56.4,52,47.3,0,0.0,24,21.8
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2006,27.0,13,48.1,0,0.0,0,0.0,2,7.4,115.0,77,67.0,49,42.6,0,0.0,18,15.7
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2005,39.0,11,28.2,1,2.6,0,0.0,8,20.5,116.0,86,74.1,45,38.8,3,2.6,6,5.2
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2004,43.0,10,23.3,0,0.0,0,0.0,2,4.7,157.0,74,47.1,39,24.8,6,3.8,16,10.2
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2003,23.0,4,17.4,2,8.7,1,4.3,2,8.7,131.0,64,48.9,44,33.6,11,8.4,14,10.7
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2002,27.0,5,18.5,1,3.7,0,0.0,5,18.5,171.0,91,53.2,54,31.6,0,0.0,24,14.0
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2001,24.0,7,29.2,0,0.0,0,0.0,4,16.7,181.0,82,45.3,32,17.7,3,1.7,39,21.5
15K520,PACIFIC HS,2008,3.0,s,s,s,s,s,s,s,s,22.0,s,s,s,s,s,s,s,s
15K520,PACIFIC HS,2007,4.0,s,s,s,s,s,s,s,s,91.0,s,s,s,s,s,s,s,s
15K520,PACIFIC HS,2006,11.0,0,0.0,0,0.0,0,0.0,1,9.1,60.0,9,15.0,4,6.7,0,0.0,8,13.3
15K520,PACIFIC HS,2005,6.0,0,0.0,0,0.0,0,0.0,1,16.7,63.0,7,11.1,3,4.8,0,0.0,13,20.6
15K520,PACIFIC HS,2004,8.0,0,0.0,0,0.0,0,0.0,2,25.0,66.0,6,9.1,3,4.5,0,0.0,10,15.2
15K520,PACIFIC HS,2003,8.0,0,0.0,0,0.0,0,0.0,0,0.0,85.0,10,11.8,2,2.4,0,0.0,4,4.7
15K520,PACIFIC HS,2002,10.0,0,0.0,0,0.0,0,0.0,0,0.0,143.0,9,6.3,4,2.8,0,0.0,9,6.3
15K520,PACIFIC HS,2001,8.0,0,0.0,0,0.0,0,0.0,0,0.0,120.0,10,8.3,0,0.0,0,0.0,5,4.2
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2017,24.0,1,4.2,1,4.2,0,0.0,3,12.5,38.0,5,13.2,5,13.2,0,0.0,2,5.3
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2016,54.0,1,1.9,1,1.9,0,0.0,2,3.7,54.0,2,3.7,2,3.7,0,0.0,4,7.4
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2015,28.0,0,0.0,0,0.0,0,0.0,4,14.3,61.0,4,6.6,2,3.3,0,0.0,9,14.8
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2014,35.0,0,0.0,0,0.0,0,0.0,6,17.1,61.0,4,6.6,4,6.6,0,0.0,10,16.4
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2013,34.0,2,5.9,0,0.0,0,0.0,4,11.8,63.0,7,11.1,7,11.1,0,0.0,10,15.9
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2012,22.0,2,9.1,0,0.0,0,0.0,4,18.2,59.0,7,11.9,7,11.9,0,0.0,13,22.0
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2011,11.0,3,27.3,1,9.1,0,0.0,1,9.1,55.0,6,10.9,5,9.1,0,0.0,11,20.0
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2010,15.0,1,6.7,1,6.7,0,0.0,1,6.7,66.0,7,10.6,7,10.6,0,0.0,12,18.2
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2009,19.0,3,15.8,0,0.0,0,0.0,1,5.3,100.0,5,5.0,4,4.0,0,0.0,18,18.0
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2008,10.0,0,0.0,0,0.0,0,0.0,2,20.0,75.0,3,4.0,3,4.0,0,0.0,16,21.3
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2007,6.0,0,0.0,0,0.0,0,0.0,3,50.0,95.0,14,14.7,7,7.4,0,0.0,18,18.9
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2006,10.0,0,0.0,0,0.0,0,0.0,1,10.0,97.0,11,11.3,8,8.2,0,0.0,9,9.3
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2005,6.0,1,16.7,1,16.7,0,0.0,1,16.7,90.0,20,22.2,11,12.2,0,0.0,14,15.6
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2004,3.0,s,s,s,s,s,s,s,s,94.0,s,s,s,s,s,s,s,s
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2003,2.0,s,s,s,s,s,s,s,s,60.0,s,s,s,s,s,s,s,s
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2002,3.0,s,s,s,s,s,s,s,s,18.0,s,s,s,s,s,s,s,s
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2001,,,,,,,,,,2.0,s,s,s,s,s,s,s,s
15K530,METROPOLITAN CORPORATE ACADEMY HS,2010,2.0,s,s,s,s,s,s,s,s,7.0,s,s,s,s,s,s,s,s
15K530,METROPOLITAN CORPORATE ACADEMY HS,2009,11.0,2,18.2,1,9.1,0,0.0,4,36.4,38.0,17,44.7,15,39.5,0,0.0,4,10.5
15K530,METROPOLITAN CORPORATE ACADEMY HS,2008,17.0,5,29.4,1,5.9,0,0.0,8,47.1,70.0,30,42.9,30,42.9,0,0.0,15,21.4
15K530,METROPOLITAN CORPORATE ACADEMY HS,2007,17.0,8,47.1,2,11.8,0,0.0,5,29.4,102.0,59,57.8,49,48.0,0,0.0,13,12.7
15K530,METROPOLITAN CORPORATE ACADEMY HS,2006,13.0,6,46.2,0,0.0,0,0.0,2,15.4,71.0,29,40.8,14,19.7,0,0.0,10,14.1
15K530,METROPOLITAN CORPORATE ACADEMY HS,2005,19.0,5,26.3,2,10.5,0,0.0,1,5.3,65.0,33,50.8,20,30.8,2,3.1,10,15.4
15K530,METROPOLITAN CORPORATE ACADEMY HS,2004,4.0,s,s,s,s,s,s,s,s,63.0,s,s,s,s,s,s,s,s
15K530,METROPOLITAN CORPORATE ACADEMY HS,2003,9.0,2,22.2,0,0.0,0,0.0,2,22.2,77.0,42,54.5,0,0.0,0,0.0,1,1.3
15K530,METROPOLITAN CORPORATE ACADEMY HS,2002,5.0,s,s,s,s,s,s,s,s,68.0,s,s,s,s,s,s,s,s
15K530,METROPOLITAN CORPORATE ACADEMY HS,2001,5.0,s,s,s,s,s,s,s,s,86.0,s,s,s,s,s,s,s,s
15K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,2017,12.0,6,50.0,6,50.0,1,8.3,3,25.0,41.0,35,85.4,35,85.4,2,4.9,2,4.9
15K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,2016,8.0,3,37.5,3,37.5,0,0.0,3,37.5,41.0,35,85.4,35,85.4,7,17.1,2,4.9
15K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,2015,13.0,2,15.4,1,7.7,0,0.0,1,7.7,54.0,32,59.3,29,53.7,4,7.4,3,5.6
15K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,2014,13.0,7,53.8,6,46.2,0,0.0,4,30.8,59.0,47,79.7,45,76.3,2,3.4,2,3.4
15K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,2013,7.0,2,28.6,2,28.6,0,0.0,1,14.3,44.0,30,68.2,27,61.4,5,11.4,6,13.6
15K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,2012,7.0,3,42.9,1,14.3,0,0.0,2,28.6,45.0,32,71.1,30,66.7,0,0.0,7,15.6
15K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,2011,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
15K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,2010,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
