Index,School / Cohort
07X547-2007,NEW EXPLORERS HIGH SCHOOL - 2007
07X547-2006,NEW EXPLORERS HIGH SCHOOL - 2006
07X547-2005,NEW EXPLORERS HIGH SCHOOL - 2005
07X547-2004,NEW EXPLORERS HIGH SCHOOL - 2004
07X547-2003,NEW EXPLORERS HIGH SCHOOL - 2003
07X547-2002,NEW EXPLORERS HIGH SCHOOL - 2002
07X548-2017,CAREERS IN SPORTS HIGH SCHOOL - 2017
07X548-2016,CAREERS IN SPORTS HIGH SCHOOL - 2016
07X548-2015,CAREERS IN SPORTS HIGH SCHOOL - 2015
07X548-2014,CAREERS IN SPORTS HIGH SCHOOL - 2014
07X548-2013,CAREERS IN SPORTS HIGH SCHOOL - 2013
07X548-2012,CAREERS IN SPORTS HIGH SCHOOL - 2012
07X548-2011,CAREERS IN SPORTS HIGH SCHOOL - 2011
07X548-2010,CAREERS IN SPORTS HIGH SCHOOL - 2010
07X548-2009,CAREERS IN SPORTS HIGH SCHOOL - 2009
07X548-2008,CAREERS IN SPORTS HIGH SCHOOL - 2008
07X548-2007,CAREERS IN SPORTS HIGH SCHOOL - 2007
07X548-2006,CAREERS IN SPORTS HIGH SCHOOL - 2006
07X548-2005,CAREERS IN SPORTS HIGH SCHOOL - 2005
07X548-2004,CAREERS IN SPORTS HIGH SCHOOL - 2004
07X548-2003,CAREERS IN SPORTS HIGH SCHOOL - 2003
07X548-2002,CAREERS IN SPORTS HIGH SCHOOL - 2002
07X548-2001,CAREERS IN SPORTS HIGH SCHOOL - 2001
07X551-2017,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS - 2017
07X551-2016,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS - 2016
07X551-2015,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS - 2015
07X551-2014,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS - 2014
07X551-2013,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS - 2013
07X551-2012,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS - 2012
07X551-2011,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS - 2011
07X551-2010,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS - 2010
07X551-2009,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS - 2009
07X551-2008,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS - 2008
07X551-2007,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS - 2007
07X551-2006,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS - 2006
07X551-2005,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS - 2005
07X551-2004,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS - 2004
07X551-2003,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS - 2003
07X557-2017,MOTT HAVEN COMMUNITY HIGH SCHOOL - 2017
07X557-2016,MOTT HAVEN COMMUNITY HIGH SCHOOL - 2016
07X557-2015,MOTT HAVEN COMMUNITY HIGH SCHOOL - 2015
07X557-2014,MOTT HAVEN COMMUNITY HIGH SCHOOL - 2014
07X557-2013,MOTT HAVEN COMMUNITY HIGH SCHOOL - 2013
07X557-2012,MOTT HAVEN COMMUNITY HIGH SCHOOL - 2012
07X557-2011,MOTT HAVEN COMMUNITY HIGH SCHOOL - 2011
07X557-2010,MOTT HAVEN COMMUNITY HIGH SCHOOL - 2010
07X557-2009,MOTT HAVEN COMMUNITY HIGH SCHOOL - 2009
07X600-2017,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2017
07X600-2016,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2016
07X600-2015,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2015
07X600-2014,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2014
07X600-2013,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2013
07X600-2012,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2012
07X600-2011,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2011
07X600-2010,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2010
07X600-2009,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2009
07X600-2008,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2008
07X600-2007,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2007
07X600-2006,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2006
07X600-2005,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2005
07X600-2004,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2004
07X600-2003,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2003
07X600-2002,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2002
07X600-2001,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2001
07X655-2011,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HS - 2011
07X655-2010,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HS - 2010
07X655-2009,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HS - 2009
07X655-2008,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HS - 2008
07X655-2007,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HS - 2007
07X655-2006,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HS - 2006
07X655-2005,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HS - 2005
07X655-2004,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HS - 2004
07X655-2003,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HS - 2003
07X655-2002,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HS - 2002
07X655-2001,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HS - 2001
07X670-2017,HEALTH OPPORTUNITIES HIGH SCHOOL - 2017
07X670-2016,HEALTH OPPORTUNITIES HIGH SCHOOL - 2016
07X670-2015,HEALTH OPPORTUNITIES HIGH SCHOOL - 2015
07X670-2014,HEALTH OPPORTUNITIES HIGH SCHOOL - 2014
07X670-2013,HEALTH OPPORTUNITIES HIGH SCHOOL - 2013
07X670-2012,HEALTH OPPORTUNITIES HIGH SCHOOL - 2012
07X670-2011,HEALTH OPPORTUNITIES HIGH SCHOOL - 2011
07X670-2010,HEALTH OPPORTUNITIES HIGH SCHOOL - 2010
07X670-2009,HEALTH OPPORTUNITIES HIGH SCHOOL - 2009
07X670-2008,HEALTH OPPORTUNITIES HIGH SCHOOL - 2008
07X670-2007,HEALTH OPPORTUNITIES HIGH SCHOOL - 2007
07X670-2006,HEALTH OPPORTUNITIES HIGH SCHOOL - 2006
07X670-2005,HEALTH OPPORTUNITIES HIGH SCHOOL - 2005
07X670-2004,HEALTH OPPORTUNITIES HIGH SCHOOL - 2004
07X670-2003,HEALTH OPPORTUNITIES HIGH SCHOOL - 2003
07X670-2002,HEALTH OPPORTUNITIES HIGH SCHOOL - 2002
07X670-2001,HEALTH OPPORTUNITIES HIGH SCHOOL - 2001
08X269-2017,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS - 2017
08X269-2016,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS - 2016
08X269-2015,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS - 2015
08X269-2014,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS - 2014
08X269-2013,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS - 2013
08X269-2012,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS - 2012
08X269-2011,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS - 2011
08X269-2010,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS - 2010
08X269-2009,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS - 2009
08X282-2017,WOMEN'S ACADEMY OF EXCELLENCE - 2017
08X282-2016,WOMEN'S ACADEMY OF EXCELLENCE - 2016
08X282-2015,WOMEN'S ACADEMY OF EXCELLENCE - 2015
08X282-2014,WOMEN'S ACADEMY OF EXCELLENCE - 2014
08X282-2013,WOMEN'S ACADEMY OF EXCELLENCE - 2013
08X282-2012,WOMEN'S ACADEMY OF EXCELLENCE - 2012
08X282-2011,WOMEN'S ACADEMY OF EXCELLENCE - 2011
08X282-2010,WOMEN'S ACADEMY OF EXCELLENCE - 2010
08X282-2009,WOMEN'S ACADEMY OF EXCELLENCE - 2009
08X282-2008,WOMEN'S ACADEMY OF EXCELLENCE - 2008
08X282-2007,WOMEN'S ACADEMY OF EXCELLENCE - 2007
08X282-2006,WOMEN'S ACADEMY OF EXCELLENCE - 2006
08X293-2017,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND THE ARTS - 2017
08X293-2016,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND THE ARTS - 2016
08X293-2015,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND THE ARTS - 2015
08X293-2014,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND THE ARTS - 2014
08X293-2013,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND THE ARTS - 2013
08X293-2012,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND THE ARTS - 2012
08X293-2011,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND THE ARTS - 2011
08X293-2010,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND THE ARTS - 2010
08X293-2009,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND THE ARTS - 2009
08X293-2008,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND THE ARTS - 2008
08X293-2007,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND THE ARTS - 2007
08X293-2006,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND THE ARTS - 2006
08X293-2005,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND THE ARTS - 2005
08X293-2004,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND THE ARTS - 2004
08X293-2003,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND THE ARTS - 2003
08X295-2011,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY - 2011
08X295-2010,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY - 2010
08X295-2009,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY - 2009
08X295-2008,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY - 2008
08X295-2007,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY - 2007
08X295-2006,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY - 2006
08X295-2005,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY - 2005
08X295-2004,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY - 2004
08X295-2003,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY - 2003
08X305-2014,PABLO NERUDA ACADEMY - 2014
08X305-2013,PABLO NERUDA ACADEMY - 2013
08X305-2012,PABLO NERUDA ACADEMY - 2012
08X305-2011,PABLO NERUDA ACADEMY - 2011
08X305-2010,PABLO NERUDA ACADEMY - 2010
08X305-2009,PABLO NERUDA ACADEMY - 2009
08X305-2008,PABLO NERUDA ACADEMY - 2008
08X305-2007,PABLO NERUDA ACADEMY - 2007
08X305-2006,PABLO NERUDA ACADEMY - 2006
08X305-2005,PABLO NERUDA ACADEMY - 2005
08X305-2004,PABLO NERUDA ACADEMY - 2004
08X305-2003,PABLO NERUDA ACADEMY - 2003
08X312-2017,MILLENNIUM ART ACADEMY - 2017
08X312-2016,MILLENNIUM ART ACADEMY - 2016
08X312-2015,MILLENNIUM ART ACADEMY - 2015
08X312-2014,MILLENNIUM ART ACADEMY - 2014
08X312-2013,MILLENNIUM ART ACADEMY - 2013
08X312-2012,MILLENNIUM ART ACADEMY - 2012
08X312-2011,MILLENNIUM ART ACADEMY - 2011
08X312-2010,MILLENNIUM ART ACADEMY - 2010
08X312-2009,MILLENNIUM ART ACADEMY - 2009
08X312-2008,MILLENNIUM ART ACADEMY - 2008
08X312-2007,MILLENNIUM ART ACADEMY - 2007
08X312-2006,MILLENNIUM ART ACADEMY - 2006
08X312-2005,MILLENNIUM ART ACADEMY - 2005
08X312-2004,MILLENNIUM ART ACADEMY - 2004
08X312-2003,MILLENNIUM ART ACADEMY - 2003
08X320-2017,PELHAM LAB HIGH SCHOOL - 2017
08X320-2016,PELHAM LAB HIGH SCHOOL - 2016
08X320-2015,PELHAM LAB HIGH SCHOOL - 2015
08X320-2014,PELHAM LAB HIGH SCHOOL - 2014
08X320-2013,PELHAM LAB HIGH SCHOOL - 2013
08X332-2014,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH - 2014
08X332-2013,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH - 2013
08X332-2012,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH - 2012
08X332-2011,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH - 2011
08X332-2010,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH - 2010
08X332-2009,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH - 2009
08X332-2008,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH - 2008
08X332-2007,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH - 2007
08X332-2006,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH - 2006
08X348-2017,SCHUYLERVILLE PREPARATORY HIGH SCHOOL - 2017
08X348-2016,SCHUYLERVILLE PREPARATORY HIGH SCHOOL - 2016
08X348-2015,SCHUYLERVILLE PREPARATORY HIGH SCHOOL - 2015
08X348-2014,SCHUYLERVILLE PREPARATORY HIGH SCHOOL - 2014
08X348-2013,SCHUYLERVILLE PREPARATORY HIGH SCHOOL - 2013
08X349-2017,BRONX RIVER HIGH SCHOOL - 2017
08X349-2016,BRONX RIVER HIGH SCHOOL - 2016
08X349-2015,BRONX RIVER HIGH SCHOOL - 2015
08X349-2014,BRONX RIVER HIGH SCHOOL - 2014
08X349-2013,BRONX RIVER HIGH SCHOOL - 2013
08X367-2017,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS - 2017"
08X367-2016,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS - 2016"
08X367-2015,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS - 2015"
08X367-2014,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS - 2014"
08X367-2013,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS - 2013"
08X367-2012,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS - 2012"
08X367-2011,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS - 2011"
08X367-2010,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS - 2010"
08X376-2017,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL - 2017
08X376-2016,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL - 2016
08X376-2015,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL - 2015
08X376-2014,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL - 2014
08X376-2013,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL - 2013
08X376-2012,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL - 2012
08X376-2011,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL - 2011
08X376-2010,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL - 2010
08X377-2017,BRONX COMMUNITY HIGH SCHOOL - 2017
08X377-2016,BRONX COMMUNITY HIGH SCHOOL - 2016
08X377-2015,BRONX COMMUNITY HIGH SCHOOL - 2015
08X377-2014,BRONX COMMUNITY HIGH SCHOOL - 2014
08X377-2013,BRONX COMMUNITY HIGH SCHOOL - 2013
08X377-2012,BRONX COMMUNITY HIGH SCHOOL - 2012
08X377-2011,BRONX COMMUNITY HIGH SCHOOL - 2011
08X377-2010,BRONX COMMUNITY HIGH SCHOOL - 2010
08X377-2009,BRONX COMMUNITY HIGH SCHOOL - 2009
08X377-2008,BRONX COMMUNITY HIGH SCHOOL - 2008
08X377-2007,BRONX COMMUNITY HIGH SCHOOL - 2007
08X377-2006,BRONX COMMUNITY HIGH SCHOOL - 2006
08X377-2005,BRONX COMMUNITY HIGH SCHOOL - 2005
08X377-2004,BRONX COMMUNITY HIGH SCHOOL - 2004
08X377-2003,BRONX COMMUNITY HIGH SCHOOL - 2003
08X405-2017,HERBERT H. LEHMAN HIGH SCHOOL - 2017
08X405-2016,HERBERT H. LEHMAN HIGH SCHOOL - 2016
08X405-2015,HERBERT H. LEHMAN HIGH SCHOOL - 2015
08X405-2014,HERBERT H. LEHMAN HIGH SCHOOL - 2014
08X405-2013,HERBERT H. LEHMAN HIGH SCHOOL - 2013
08X405-2012,HERBERT H. LEHMAN HIGH SCHOOL - 2012
08X405-2011,HERBERT H. LEHMAN HIGH SCHOOL - 2011
08X405-2010,HERBERT H. LEHMAN HIGH SCHOOL - 2010
08X405-2009,HERBERT H. LEHMAN HIGH SCHOOL - 2009
08X405-2008,HERBERT H. LEHMAN HIGH SCHOOL - 2008
08X405-2007,HERBERT H. LEHMAN HIGH SCHOOL - 2007
08X405-2006,HERBERT H. LEHMAN HIGH SCHOOL - 2006
08X405-2005,HERBERT H. LEHMAN HIGH SCHOOL - 2005
08X405-2004,HERBERT H. LEHMAN HIGH SCHOOL - 2004
08X405-2003,HERBERT H. LEHMAN HIGH SCHOOL - 2003
08X405-2002,HERBERT H. LEHMAN HIGH SCHOOL - 2002
08X405-2001,HERBERT H. LEHMAN HIGH SCHOOL - 2001
08X432-2017,BRONX BRIDGES HIGH SCHOOL - 2017
08X432-2016,BRONX BRIDGES HIGH SCHOOL - 2016
08X432-2015,BRONX BRIDGES HIGH SCHOOL - 2015
08X432-2014,BRONX BRIDGES HIGH SCHOOL - 2014
08X432-2013,BRONX BRIDGES HIGH SCHOOL - 2013
08X432-2012,BRONX BRIDGES HIGH SCHOOL - 2012
08X432-2011,BRONX BRIDGES HIGH SCHOOL - 2011
08X432-2010,BRONX BRIDGES HIGH SCHOOL - 2010
08X450-2006,ADLAI E STEVENSON HS - 2006
08X450-2005,ADLAI E STEVENSON HS - 2005
08X450-2004,ADLAI E STEVENSON HS - 2004
08X450-2003,ADLAI E STEVENSON HS - 2003
08X450-2002,ADLAI E STEVENSON HS - 2002
08X450-2001,ADLAI E STEVENSON HS - 2001
08X452-2017,GOTHAM COLLABORATIVE HIGH SCHOOL - 2017
08X452-2016,GOTHAM COLLABORATIVE HIGH SCHOOL - 2016
08X452-2015,GOTHAM COLLABORATIVE HIGH SCHOOL - 2015
08X452-2014,GOTHAM COLLABORATIVE HIGH SCHOOL - 2014
08X452-2013,GOTHAM COLLABORATIVE HIGH SCHOOL - 2013
08X452-2012,GOTHAM COLLABORATIVE HIGH SCHOOL - 2012
08X452-2011,GOTHAM COLLABORATIVE HIGH SCHOOL - 2011
08X452-2010,GOTHAM COLLABORATIVE HIGH SCHOOL - 2010
08X452-2009,GOTHAM COLLABORATIVE HIGH SCHOOL - 2009
08X452-2008,GOTHAM COLLABORATIVE HIGH SCHOOL - 2008
08X452-2007,GOTHAM COLLABORATIVE HIGH SCHOOL - 2007
08X452-2006,GOTHAM COLLABORATIVE HIGH SCHOOL - 2006
08X452-2005,GOTHAM COLLABORATIVE HIGH SCHOOL - 2005
08X452-2004,GOTHAM COLLABORATIVE HIGH SCHOOL - 2004
08X452-2003,GOTHAM COLLABORATIVE HIGH SCHOOL - 2003
08X452-2002,GOTHAM COLLABORATIVE HIGH SCHOOL - 2002
08X519-2015,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE - 2015
08X519-2014,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE - 2014
08X519-2013,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE - 2013
08X519-2012,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE - 2012
08X519-2011,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE - 2011
08X519-2010,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE - 2010
08X519-2009,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE - 2009
08X519-2008,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE - 2008
08X519-2007,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE - 2007
08X519-2006,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE - 2006
08X519-2005,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE - 2005
08X519-2004,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE - 2004
08X519-2003,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE - 2003
08X530-2017,LONGWOOD PREPARATORY ACADEMY - 2017
08X530-2016,LONGWOOD PREPARATORY ACADEMY - 2016
08X530-2015,LONGWOOD PREPARATORY ACADEMY - 2015
08X530-2014,LONGWOOD PREPARATORY ACADEMY - 2014
08X530-2013,LONGWOOD PREPARATORY ACADEMY - 2013
08X530-2012,LONGWOOD PREPARATORY ACADEMY - 2012
08X530-2011,LONGWOOD PREPARATORY ACADEMY - 2011
08X530-2010,LONGWOOD PREPARATORY ACADEMY - 2010
08X530-2009,LONGWOOD PREPARATORY ACADEMY - 2009
08X530-2008,LONGWOOD PREPARATORY ACADEMY - 2008
08X530-2007,LONGWOOD PREPARATORY ACADEMY - 2007
08X530-2006,LONGWOOD PREPARATORY ACADEMY - 2006
08X530-2005,LONGWOOD PREPARATORY ACADEMY - 2005
08X530-2004,LONGWOOD PREPARATORY ACADEMY - 2004
08X530-2003,LONGWOOD PREPARATORY ACADEMY - 2003
08X530-2002,LONGWOOD PREPARATORY ACADEMY - 2002
08X530-2001,LONGWOOD PREPARATORY ACADEMY - 2001
08X537-2017,BRONX ARENA HIGH SCHOOL - 2017
08X537-2016,BRONX ARENA HIGH SCHOOL - 2016
08X537-2015,BRONX ARENA HIGH SCHOOL - 2015
08X537-2014,BRONX ARENA HIGH SCHOOL - 2014
08X537-2013,BRONX ARENA HIGH SCHOOL - 2013
08X537-2012,BRONX ARENA HIGH SCHOOL - 2012
08X537-2011,BRONX ARENA HIGH SCHOOL - 2011
08X537-2010,BRONX ARENA HIGH SCHOOL - 2010
08X537-2009,BRONX ARENA HIGH SCHOOL - 2009
08X537-2008,BRONX ARENA HIGH SCHOOL - 2008
08X540-2010,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING - 2010
08X540-2009,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING - 2009
08X540-2008,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING - 2008
08X540-2007,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING - 2007
08X540-2006,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING - 2006
08X540-2005,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING - 2005
08X540-2004,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING - 2004
08X540-2003,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING - 2003
08X540-2002,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING - 2002
08X558-2017,WESTCHESTER SQUARE ACADEMY - 2017
08X558-2016,WESTCHESTER SQUARE ACADEMY - 2016
08X558-2015,WESTCHESTER SQUARE ACADEMY - 2015
08X558-2014,WESTCHESTER SQUARE ACADEMY - 2014
08X558-2013,WESTCHESTER SQUARE ACADEMY - 2013
08X558-2012,WESTCHESTER SQUARE ACADEMY - 2012
08X559-2017,SCHOOL FOR TOURISM AND HOSPITALITY - 2017
08X559-2016,SCHOOL FOR TOURISM AND HOSPITALITY - 2016
08X559-2015,SCHOOL FOR TOURISM AND HOSPITALITY - 2015
08X559-2014,SCHOOL FOR TOURISM AND HOSPITALITY - 2014
08X559-2013,SCHOOL FOR TOURISM AND HOSPITALITY - 2013
08X559-2012,SCHOOL FOR TOURISM AND HOSPITALITY - 2012
08X560-2009,BRONX ACADEMY HS - 2009
08X560-2008,BRONX ACADEMY HS - 2008
08X560-2007,BRONX ACADEMY HS - 2007
08X560-2006,BRONX ACADEMY HS - 2006
08X560-2005,BRONX ACADEMY HS - 2005
08X560-2004,BRONX ACADEMY HS - 2004
08X560-2003,BRONX ACADEMY HS - 2003
08X560-2002,BRONX ACADEMY HS - 2002
08X560-2001,BRONX ACADEMY HS - 2001
08X561-2017,BRONX COMPASS HIGH SCHOOL - 2017
08X561-2016,BRONX COMPASS HIGH SCHOOL - 2016
08X561-2015,BRONX COMPASS HIGH SCHOOL - 2015
08X561-2014,BRONX COMPASS HIGH SCHOOL - 2014
08X561-2013,BRONX COMPASS HIGH SCHOOL - 2013
08X561-2012,BRONX COMPASS HIGH SCHOOL - 2012
08X650-2011,JANE ADDAMS HS FOR ACADEMIC CAREERS - 2011
08X650-2010,JANE ADDAMS HS FOR ACADEMIC CAREERS - 2010
08X650-2009,JANE ADDAMS HS FOR ACADEMIC CAREERS - 2009
08X650-2008,JANE ADDAMS HS FOR ACADEMIC CAREERS - 2008
08X650-2007,JANE ADDAMS HS FOR ACADEMIC CAREERS - 2007
08X650-2006,JANE ADDAMS HS FOR ACADEMIC CAREERS - 2006
08X650-2005,JANE ADDAMS HS FOR ACADEMIC CAREERS - 2005
08X650-2004,JANE ADDAMS HS FOR ACADEMIC CAREERS - 2004
08X650-2003,JANE ADDAMS HS FOR ACADEMIC CAREERS - 2003
08X650-2002,JANE ADDAMS HS FOR ACADEMIC CAREERS - 2002
08X650-2001,JANE ADDAMS HS FOR ACADEMIC CAREERS - 2001
08X686-2005,NEW SCHOOL FOR ARTS AND SCIENCES - 2005
08X686-2004,NEW SCHOOL FOR ARTS AND SCIENCES - 2004
08X686-2003,NEW SCHOOL FOR ARTS AND SCIENCES - 2003
08X686-2002,NEW SCHOOL FOR ARTS AND SCIENCES - 2002
08X686-2001,NEW SCHOOL FOR ARTS AND SCIENCES - 2001
09X227-2017,BRONX COLLEGIATE ACADEMY - 2017
09X227-2016,BRONX COLLEGIATE ACADEMY - 2016
09X227-2015,BRONX COLLEGIATE ACADEMY - 2015
09X227-2014,BRONX COLLEGIATE ACADEMY - 2014
