School_Names,lat,lng
BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,40.6884532,-73.9207644
RESEARCH AND SERVICE HIGH SCHOOL,40.6789269,-73.9314917
THE BROOKLYN ACADEMY OF GLOBAL FINANCE,40.6918403,-73.933163
NELSON MANDELA HIGH SCHOOL,40.67890329999999,-73.9314906
PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH),40.6758612,-73.9390006
ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,40.6492936,-73.9582307
ACADEMY OF HOSPITALITY AND TOURISM,40.649564,-73.95829040000001
PROSPECT HEIGHTS HS,40.6699636,-73.9615536
HS FOR SCIENCE & MATH AT ERASMUS HALL CAMPUS,40.6495527,-73.95828960000001
HS FOR HUMANITIES AT ERASMUS HALL CAMPUS,40.6495527,-73.95828960000001
GEORGE WINGATE HS,40.659109,-73.9430868
HS FOR BUSINESS & TECHNOLOGY,40.7337256,-73.73977599999999
WEB DUBOIS ACADEMIC HIGH SCHOOL,40.6696784,-73.95516839999999
INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,40.6699636,-73.9615536
THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,40.66995610000001,-73.9611201
"SCHOOL FOR HUMAN RIGHTS, THE",40.6594626,-73.9431943
SCHOOL FOR DEMOCRACY AND LEADERSHIP,40.6590114,-73.9438681
HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS,40.6492936,-73.9582307
HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,40.6492936,-73.9582307
"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",40.649411,-73.9571945
INTERNATIONAL ARTS BUSINESS SCHOOL,40.7377781,-73.85339259999999
HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,40.6593652,-73.9431462
BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,40.67004070000001,-73.96102859999999
BROOKLYN SCHOOL FOR MUSIC & THEATRE,40.6700279,-73.96105519999999
BROWNSVILLE ACADEMY HIGH SCHOOL,40.6663936,-73.924087
MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,40.6667613,-73.951213
CLARA BARTON HIGH SCHOOL,40.6694253,-73.9617791
PAUL ROBESON HS,39.9569111,-75.205913
ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,40.6696784,-73.95516839999999
BROOKLYN INSTITUTE FOR LIBERAL ARTS,40.6590347,-73.94314570000002
ACADEMY FOR HEALTH CAREERS,40.6759187,-73.9391928
SAMUEL J TILDEN HS,40.6483665,-73.92230909999999
CANARSIE HS,40.640443,-73.8987798
SOUTH SHORE HS,40.6336447,-73.9169685
IT TAKES A VILLAGE ACADEMY,40.6479027,-73.9227101
BROOKLYN COMMUNITY HIGH SCHOOL FOR EXCELLENCE AND EQUITY,40.6337812,-73.9173504
BROOKLYN THEATRE ARTS HIGH SCHOOL,40.6330748,-73.91752559999999
KURT HAHN EXPEDITIONARY LEARNING SCHOOL,40.6484092,-73.9223137
VICTORY COLLEGIATE HIGH SCHOOL,40.6335601,-73.9173831
BROOKLYN BRIDGE ACADEMY,40.6334402,-73.9173518
ARTS & MEDIA PREPARATORY ACADEMY,40.6586374,-73.9287567
HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,40.6405565,-73.8979655
CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,40.6480377,-73.9223391
HIGH SCHOOL FOR MEDICAL PROFESSIONS,40.6407472,-73.89791679999999
OLYMPUS ACADEMY,40.6460464,-73.89827919999999
ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,40.63315240000001,-73.9171504
URBAN ACTION ACADEMY,40.640423,-73.8984517
EAST BROOKLYN COMMUNITY HIGH SCHOOL,40.6597946,-73.9206428
ACADEMY FOR YOUNG WRITERS,40.6573631,-73.8742544
EAST NEW YORK FAMILY ACADEMY,40.6610129,-73.8863138
FRANKLIN K LANE HS,40.6928503,-73.8689912
SPRING CREEK COMMUNITY SCHOOL,40.6572071,-73.8741383
THOMAS JEFFERSON HS,40.6669804,-73.89482029999999
FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY,40.6669734,-73.8948185
HIGH SCHOOL FOR CIVIL RIGHTS,40.6668279,-73.894781
PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,40.6669176,-73.8948041
WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,40.6669372,-73.8948091
MULTICULTURAL HIGH SCHOOL,40.0114875,-75.1504456
TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,40.6787847,-73.8752841
ACADEMY OF INNOVATIVE TECHNOLOGY,40.6928503,-73.8689912
BROOKLYN LAB SCHOOL,40.6928503,-73.8689912
CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,40.69300519999999,-73.8690682
W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,40.6738562,-73.8961578
SCHOOL FOR CLASSICS HIGH SCHOOL,40.6700476,-73.8746657
THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,40.6929603,-73.8690232
THE EAST NEW YORK ARTS AND CIVICS HIGH SCHOOL,40.6598567,-73.88542819999999
NEW UTRECHT HIGH SCHOOL,40.6132201,-74.0031056
HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY,40.6368194,-74.0234028
FORT HAMILTON HIGH SCHOOL,40.6269932,-74.0401285
FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,40.6210904,-73.9822429
URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERMENT,40.634825,-73.98192449999999
INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,40.594005,-73.98575459999999
RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,40.5827409,-73.9722116
HIGH SCHOOL OF SPORTS MANAGEMENT,40.5939843,-73.9857203
LAFAYETTE HS,40.594005,-73.98575459999999
ABRAHAM LINCOLN HIGH SCHOOL,40.0442037,-75.0419129
KINGSBOROUGH EARLY COLLEGE SCHOOL,40.59400790000001,-73.9857595
EDWARD R. MURROW HIGH SCHOOL,40.61985079999999,-73.9591523
JOHN DEWEY HIGH SCHOOL,40.5873209,-73.9824892
LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,40.5940376,-73.9858091
LEADERS HIGH SCHOOL,40.5939843,-73.9857203
WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,40.5827695,-73.96370809999999
BROOKLYN STUDIO SECONDARY SCHOOL,40.6047643,-73.9951396
LIBERATION DIPLOMA PLUS,40.5771312,-73.9858464
MIDWOOD HIGH SCHOOL,40.6327995,-73.95259879999999
JAMES MADISON HIGH SCHOOL,40.6104633,-73.9476865
SHEEPSHEAD BAY HS,40.59372339999999,-73.936978
LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,40.5804143,-73.9351779
BROOKLYN COLLEGE ACADEMY,40.6492165,-73.97194
BROOKLYN COMPREHENSIVE NIGHT HIG,40.7326871,-73.9843369
ORIGINS HIGH SCHOOL,40.5934398,-73.9367824
PROFESSIONAL PATHWAYS HIGH SCHOOL,40.5934143,-73.9367893
BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,40.6742727,-73.91346279999999
FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,40.6654401,-73.91204929999999
BROOKLYN DEMOCRACY ACADEMY,40.6556945,-73.90644910000002
EAGLE ACADEMY FOR YOUNG MEN II,40.6779005,-73.9156193
EBCENY HS FOR PUBLIC SAFETY,40.69471679999999,-73.929277
METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,40.6555024,-73.9069276
TEACHERS PREPARATORY HIGH SCHOOL,40.6655376,-73.9118177
INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES,40.7408346,-73.8739962
ACADEMY OF FINANCE AND ENTERPRISE,40.7445853,-73.93694169999999
HIGH SCHOOL OF APPLIED COMMUNICATION,40.7447908,-73.9378414
CIVIC LEADERSHIP ACADEMY,40.7434324,-73.8714707
PAN AMERICAN INTERNATIONAL HIGH SCHOOL,40.7436375,-73.8708705
BARD HIGH SCHOOL EARLY COLLEGE QUEENS,40.7445949,-73.9378807
NEWTOWN HIGH SCHOOL,40.7411032,-73.87396629999999
GROVER CLEVELAND HIGH SCHOOL,40.7114458,-73.908879
MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,40.7433295,-73.9333269
INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,40.7439998,-73.9350125
HIGH SCHOOL FOR ARTS AND BUSINESS,40.7377781,-73.85339259999999
"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",40.7414926,-73.9368968
MASPETH HIGH SCHOOL,40.7291993,-73.8876918
QUEENS TECHNICAL HIGH SCHOOL,40.7419766,-73.9279902
AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,40.743581,-73.9292176
VOYAGES PREPARATORY,40.7432205,-73.8714268
VERITAS ACADEMY,40.76501030000001,-73.8268537
QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,40.7647247,-73.8277083
"QUEENS SCHOOL OF INQUIRY, THE",40.7246166,-73.8108642
FLUSHING INTERNATIONAL HIGH SCHOOL,40.7600404,-73.8180648
EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,40.7492327,-73.8214862
WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,40.7653711,-73.78948129999999
JOHN BOWNE HIGH SCHOOL,40.73853870000001,-73.82398429999999
FLUSHING HIGH SCHOOL,40.7648631,-73.82639209999999
TOWNSEND HARRIS HIGH SCHOOL,40.7349463,-73.8216156
QUEENS ACADEMY HIGH SCHOOL,40.7655562,-73.8285641
ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,40.7253501,-73.8113253
NORTH QUEENS COMMUNITY HIGH SCHOOL,40.7205612,-73.81964719999999
BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,40.7337256,-73.73977599999999
BENJAMIN N. CARDOZO HIGH SCHOOL,40.7517895,-73.75644299999999
FRANCIS LEWIS HIGH SCHOOL,40.7408835,-73.7950066
MARTIN VAN BUREN HIGH SCHOOL,40.7336309,-73.7391435
BAYSIDE HIGH SCHOOL,40.771482,-73.78080709999999
"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",40.744121,-73.728799
FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,40.601532,-73.76397899999999
VOYAGES PREP - SOUTH QUEENS,40.6750189,-73.7832739
CHANNEL VIEW SCHOOL FOR RESEARCH,40.5863205,-73.8238186
"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY",40.601532,-73.76397899999999
ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY,40.671035,-73.8456739
ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,40.6015311,-73.7639639
EPIC HIGH SCHOOL - SOUTH,40.67546,-73.8163654
SCHOLARS' ACADEMY,40.5842665,-73.8251698
ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,40.58656209999999,-73.8235926
EPIC HIGH SCHOOL - NORTH,40.692682,-73.8291229
ROCKAWAY COLLEGIATE HIGH SCHOOL,40.5863205,-73.8238186
AUGUST MARTIN HIGH SCHOOL,40.6750189,-73.7832739
BEACH CHANNEL HS,40.5863647,-73.8226562
FAR ROCKAWAY HS,40.6021789,-73.7640569
RICHMOND HILL HIGH SCHOOL,40.6949628,-73.8340733
JOHN ADAMS HIGH SCHOOL,40.6786025,-73.8369699
"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE",40.6892334,-73.8412058
METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,40.70885759999999,-73.8561537
YORK EARLY COLLEGE ACADEMY,40.6975599,-73.78676500000002
QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,40.71432859999999,-73.79844109999999
HILLSIDE ARTS & LETTERS ACADEMY,40.7143356,-73.7979482
HIGH SCHOOL FOR COMMUNITY LEADERSHIP,40.71432859999999,-73.79844109999999
QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,40.708351,-73.799646
JAMAICA GATEWAY TO THE SCIENCES,40.71443319999999,-73.79825240000001
FOREST HILLS HIGH SCHOOL,40.7297115,-73.84492589999999
JAMAICA HS,40.71443319999999,-73.79825240000001
HILLCREST HIGH SCHOOL,40.6257426,-74.3276075
THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,40.7162714,-73.7983076
QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,40.7184027,-73.8058922
QUEENS METROPOLITAN HIGH SCHOOL,40.708753,-73.8558
QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,40.7009286,-73.7983153
HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,40.6860509,-73.7835331
"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",40.708341,-73.80416149999999
INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHTS,40.6982373,-73.74609079999999
QUEENS PREPARATORY ACADEMY,40.6676524,-73.7574605
PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,40.7054848,-73.7529797
EXCELSIOR PREPARATORY HIGH SCHOOL,40.6680413,-73.7579342
GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,40.6675163,-73.7576065
PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,40.6675872,-73.75817420000001
BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,40.6979432,-73.7398755
CAMBRIA HEIGHTS ACADEMY,40.7116415,-73.7710829
EAGLE ACADEMY FOR YOUNG MEN III,40.845264,-73.897176
SPRINGFIELD GARDENS HS,40.6677176,-73.75741839999999
"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL",40.6977258,-73.7464863
LAW GOVERNMENT AND COMMUNITY SERVICE HS,40.698328,-73.74615
BUSINESS COMPUTER APPLICATIONS & ENTREPRENEURSHIP HS,40.698328,-73.74615
HUMANITIES & ARTS MAGNET HIGH SCHOOL,40.6984853,-73.7452697
ENERGY TECH HIGH SCHOOL,40.7566283,-73.9328613
"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",40.7711886,-73.9241922
ACADEMY FOR CAREERS IN TELEVISION AND FILM,40.7426929,-73.9595368
WILLIAM CULLEN BRYANT HIGH SCHOOL,40.7576896,-73.91037779999999
LONG ISLAND CITY HIGH SCHOOL,40.7657451,-73.9329135
FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,40.7560998,-73.9251673
INFORMATION TECHNOLOGY HIGH SCHOOL,40.748572,-73.94666029999999
NEWCOMERS HIGH SCHOOL,40.7514246,-73.93709609999999
ACADEMY OF AMERICAN STUDIES,40.7512494,-73.93746809999999
BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,40.7551566,-73.9269738
THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,40.6241218,-74.0828391
CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,40.5819258,-74.1585989
GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,40.5817828,-74.1588897
THE MICHAEL J. PETRIDES SCHOOL,40.608634,-74.10509290000002
NEW DORP HIGH SCHOOL,40.5699022,-74.10676260000001
PORT RICHMOND HIGH SCHOOL,40.6351288,-74.142217
CURTIS HIGH SCHOOL,40.6453915,-74.0821734
TOTTENVILLE HIGH SCHOOL,40.5279412,-74.1921115
SUSAN E. WAGNER HIGH SCHOOL,40.5974853,-74.12491360000001
CONCORD HIGH SCHOOL,39.8299004,-75.52469830000001
RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,40.6426524,-74.07950459999999
STATEN ISLAND TECHNICAL HIGH SCHOOL,40.5679227,-74.11703469999999
THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,40.6971081,-73.9114706
ACADEMY FOR EXCELLENCE IN LEADERSHIP,40.6970064,-73.9117456
BUSHWICK HS,40.6953944,-73.91530449999999
EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,40.69471679999999,-73.929277
THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE,40.6968994,-73.91119379999999
THE ACADEMY OF URBAN PLANNING AND ENGINEERING,40.6972803,-73.9110582
ALL CITY LEADERSHIP SECONDARY SCHOOL,40.6975923,-73.9131033
BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,40.6953387,-73.92744440000001
BUSHWICK COMMUNITY HIGH SCHOOL,40.6953944,-73.91530449999999
